area,start_time,end_time,visitor_count
exhibition hall a,34260,34319,31
exhibition hall a,34320,34379,44
exhibition hall a,34380,34439,53
exhibition hall a,34440,34499,72
exhibition hall a,34500,34559,85
exhibition hall a,34560,34619,90
exhibition hall a,34620,34679,95
exhibition hall a,34680,34739,102
exhibition hall a,34740,34799,107
exhibition hall a,34800,34859,115
exhibition hall a,34860,34919,117
exhibition hall a,34920,34979,122
exhibition hall a,34980,35039,124
exhibition hall a,35040,35099,124
exhibition hall a,35100,35159,125
exhibition hall a,35160,35219,125
exhibition hall a,35220,35279,125
exhibition hall a,35280,35339,125
exhibition hall a,35340,35399,125
exhibition hall a,35400,35459,125
exhibition hall a,35460,35519,125
exhibition hall a,35520,35579,125
exhibition hall a,35580,35639,125
exhibition hall a,35640,35699,125
exhibition hall a,35700,35759,125
exhibition hall a,35760,35819,125
exhibition hall a,35820,35879,125
exhibition hall a,35880,35939,125
exhibition hall a,35940,35999,125
exhibition hall a,36000,36059,125
exhibition hall a,36060,36119,125
exhibition hall a,36120,36179,125
exhibition hall a,36180,36239,125
exhibition hall a,36240,36299,125
exhibition hall a,36300,36359,125
exhibition hall a,36360,36419,125
exhibition hall a,36420,36479,125
exhibition hall a,36480,36539,125
exhibition hall a,36540,36599,125
exhibition hall a,36600,36659,125
exhibition hall a,36660,36719,125
exhibition hall a,36720,36779,125
exhibition hall a,36780,36839,125
exhibition hall a,36840,36899,125
exhibition hall a,36900,36959,125
exhibition hall a,36960,37019,125
exhibition hall a,37020,37079,125
exhibition hall a,37080,37139,125
exhibition hall a,37140,37199,125
exhibition hall a,37200,37259,124
exhibition hall a,37260,37319,124
exhibition hall a,37320,37379,120
exhibition hall a,37380,37439,120
exhibition hall a,37440,37499,117
exhibition hall a,37500,37559,113
exhibition hall a,37560,37619,109
exhibition hall a,37620,37679,100
exhibition hall a,37680,37739,96
exhibition hall a,37740,37799,86
exhibition hall a,37800,37859,81
exhibition hall a,37860,37919,81
exhibition hall a,37920,37979,88
exhibition hall a,37980,38039,98
exhibition hall a,38040,38099,136
exhibition hall a,38100,38159,183
exhibition hall a,38160,38219,222
exhibition hall a,38220,38279,277
exhibition hall a,38280,38339,341
exhibition hall a,38340,38399,411
exhibition hall a,38400,38459,489
exhibition hall a,38460,38519,581
exhibition hall a,38520,38579,661
exhibition hall a,38580,38639,752
exhibition hall a,38640,38699,787
exhibition hall a,38700,38759,799
exhibition hall a,38760,38819,803
exhibition hall a,38820,38879,812
exhibition hall a,38880,38939,817
exhibition hall a,38940,38999,819
exhibition hall a,39000,39059,822
exhibition hall a,39060,39119,828
exhibition hall a,39120,39179,828
exhibition hall a,39180,39239,832
exhibition hall a,39240,39299,834
exhibition hall a,39300,39359,834
exhibition hall a,39360,39419,835
exhibition hall a,39420,39479,837
exhibition hall a,39480,39539,837
exhibition hall a,39540,39599,838
exhibition hall a,39600,39659,839
exhibition hall a,39660,39719,843
exhibition hall a,39720,39779,846
exhibition hall a,39780,39839,848
exhibition hall a,39840,39899,850
exhibition hall a,39900,39959,852
exhibition hall a,39960,40019,852
exhibition hall a,40020,40079,854
exhibition hall a,40080,40139,855
exhibition hall a,40140,40199,855
exhibition hall a,40200,40259,855
exhibition hall a,40260,40319,852
exhibition hall a,40320,40379,845
exhibition hall a,40380,40439,838
exhibition hall a,40440,40499,826
exhibition hall a,40500,40559,801
exhibition hall a,40560,40619,783
exhibition hall a,40620,40679,739
exhibition hall a,40680,40739,678
exhibition hall a,40740,40799,601
exhibition hall a,40800,40859,500
exhibition hall a,40860,40919,382
exhibition hall a,40920,40979,254
exhibition hall a,40980,41039,124
exhibition hall a,41040,41099,31
exhibition hall a,41100,41159,16
exhibition hall a,41160,41219,8
exhibition hall a,41220,41279,5
exhibition hall a,41280,41339,3
exhibition hall a,41340,41399,3
exhibition hall a,41400,41459,3
exhibition hall a,41460,41519,1
exhibition hall a,41640,41699,1
exhibition hall a,41700,41759,1
exhibition hall a,41760,41819,1
exhibition hall a,41820,41879,1
exhibition hall a,41880,41939,1
exhibition hall a,41940,41999,1
exhibition hall a,42000,42059,1
exhibition hall a,42060,42119,1
exhibition hall a,42120,42179,1
exhibition hall a,42180,42239,1
exhibition hall a,42240,42299,1
exhibition hall b,33780,33839,1
exhibition hall b,33840,33899,1
exhibition hall b,33900,33959,1
exhibition hall b,33960,34019,1
exhibition hall b,34020,34079,1
exhibition hall b,34080,34139,1
exhibition hall b,34140,34199,2
exhibition hall b,34200,34259,92
exhibition hall b,34260,34319,169
exhibition hall b,34320,34379,208
exhibition hall b,34380,34439,270
exhibition hall b,34440,34499,335
exhibition hall b,34500,34559,373
exhibition hall b,34560,34619,400
exhibition hall b,34620,34679,421
exhibition hall b,34680,34739,439
exhibition hall b,34740,34799,461
exhibition hall b,34800,34859,481
exhibition hall b,34860,34919,500
exhibition hall b,34920,34979,524
exhibition hall b,34980,35039,554
exhibition hall b,35040,35099,591
exhibition hall b,35100,35159,635
exhibition hall b,35160,35219,685
exhibition hall b,35220,35279,743
exhibition hall b,35280,35339,805
exhibition hall b,35340,35399,871
exhibition hall b,35400,35459,927
exhibition hall b,35460,35519,924
exhibition hall b,35520,35579,923
exhibition hall b,35580,35639,920
exhibition hall b,35640,35699,918
exhibition hall b,35700,35759,916
exhibition hall b,35760,35819,916
exhibition hall b,35820,35879,916
exhibition hall b,35880,35939,916
exhibition hall b,35940,35999,915
exhibition hall b,36000,36059,915
exhibition hall b,36060,36119,915
exhibition hall b,36120,36179,916
exhibition hall b,36180,36239,915
exhibition hall b,36240,36299,914
exhibition hall b,36300,36359,916
exhibition hall b,36360,36419,919
exhibition hall b,36420,36479,921
exhibition hall b,36480,36539,918
exhibition hall b,36540,36599,917
exhibition hall b,36600,36659,914
exhibition hall b,36660,36719,908
exhibition hall b,36720,36779,901
exhibition hall b,36780,36839,894
exhibition hall b,36840,36899,888
exhibition hall b,36900,36959,878
exhibition hall b,36960,37019,865
exhibition hall b,37020,37079,858
exhibition hall b,37080,37139,848
exhibition hall b,37140,37199,830
exhibition hall b,37200,37259,816
exhibition hall b,37260,37319,800
exhibition hall b,37320,37379,788
exhibition hall b,37380,37439,781
exhibition hall b,37440,37499,769
exhibition hall b,37500,37559,762
exhibition hall b,37560,37619,760
exhibition hall b,37620,37679,749
exhibition hall b,37680,37739,738
exhibition hall b,37740,37799,727
exhibition hall b,37800,37859,721
exhibition hall b,37860,37919,717
exhibition hall b,37920,37979,713
exhibition hall b,37980,38039,714
exhibition hall b,38040,38099,701
exhibition hall b,38100,38159,685
exhibition hall b,38160,38219,671
exhibition hall b,38220,38279,661
exhibition hall b,38280,38339,649
exhibition hall b,38340,38399,642
exhibition hall b,38400,38459,631
exhibition hall b,38460,38519,622
exhibition hall b,38520,38579,613
exhibition hall b,38580,38639,609
exhibition hall b,38640,38699,605
exhibition hall b,38700,38759,601
exhibition hall b,38760,38819,600
exhibition hall b,38820,38879,598
exhibition hall b,38880,38939,595
exhibition hall b,38940,38999,588
exhibition hall b,39000,39059,580
exhibition hall b,39060,39119,543
exhibition hall b,39120,39179,489
exhibition hall b,39180,39239,453
exhibition hall b,39240,39299,434
exhibition hall b,39300,39359,425
exhibition hall b,39360,39419,409
exhibition hall b,39420,39479,400
exhibition hall b,39480,39539,385
exhibition hall b,39540,39599,375
exhibition hall b,39600,39659,366
exhibition hall b,39660,39719,347
exhibition hall b,39720,39779,326
exhibition hall b,39780,39839,306
exhibition hall b,39840,39899,284
exhibition hall b,39900,39959,267
exhibition hall b,39960,40019,250
exhibition hall b,40020,40079,231
exhibition hall b,40080,40139,216
exhibition hall b,40140,40199,194
exhibition hall b,40200,40259,177
exhibition hall b,40260,40319,160
exhibition hall b,40320,40379,142
exhibition hall b,40380,40439,125
exhibition hall b,40440,40499,104
exhibition hall b,40500,40559,93
exhibition hall b,40560,40619,76
exhibition hall b,40620,40679,61
exhibition hall b,40680,40739,52
exhibition hall b,40740,40799,45
exhibition hall b,40800,40859,27
exhibition hall b,40860,40919,12
exhibition hall b,40920,40979,4
exhibition hall b,40980,41039,3
exhibition hall b,41040,41099,3
exhibition hall b,41100,41159,3
exhibition hall b,41160,41219,3
exhibition hall b,41220,41279,3
exhibition hall b,41280,41339,3
exhibition hall b,41340,41399,3
exhibition hall b,41400,41459,3
exhibition hall b,41460,41519,1
exhibition hall c,33840,33899,1
exhibition hall c,33900,33959,1
exhibition hall c,33960,34019,1
exhibition hall c,34020,34079,1
exhibition hall c,34080,34139,1
exhibition hall c,34140,34199,3
exhibition hall c,34200,34259,56
exhibition hall c,34260,34319,89
exhibition hall c,34320,34379,116
exhibition hall c,34380,34439,131
exhibition hall c,34440,34499,147
exhibition hall c,34500,34559,155
exhibition hall c,34560,34619,158
exhibition hall c,34620,34679,164
exhibition hall c,34680,34739,168
exhibition hall c,34740,34799,170
exhibition hall c,34800,34859,174
exhibition hall c,34860,34919,175
exhibition hall c,34920,34979,176
exhibition hall c,34980,35039,177
exhibition hall c,35040,35099,178
exhibition hall c,35100,35159,182
exhibition hall c,35160,35219,182
exhibition hall c,35220,35279,182
exhibition hall c,35280,35339,182
exhibition hall c,35340,35399,182
exhibition hall c,35400,35459,182
exhibition hall c,35460,35519,182
exhibition hall c,35520,35579,182
exhibition hall c,35580,35639,182
exhibition hall c,35640,35699,182
exhibition hall c,35700,35759,182
exhibition hall c,35760,35819,182
exhibition hall c,35820,35879,182
exhibition hall c,35880,35939,182
exhibition hall c,35940,35999,181
exhibition hall c,36000,36059,182
exhibition hall c,36060,36119,182
exhibition hall c,36120,36179,183
exhibition hall c,36180,36239,184
exhibition hall c,36240,36299,184
exhibition hall c,36300,36359,184
exhibition hall c,36360,36419,184
exhibition hall c,36420,36479,184
exhibition hall c,36480,36539,184
exhibition hall c,36540,36599,183
exhibition hall c,36600,36659,183
exhibition hall c,36660,36719,183
exhibition hall c,36720,36779,183
exhibition hall c,36780,36839,183
exhibition hall c,36840,36899,183
exhibition hall c,36900,36959,183
exhibition hall c,36960,37019,183
exhibition hall c,37020,37079,183
exhibition hall c,37080,37139,183
exhibition hall c,37140,37199,183
exhibition hall c,37200,37259,183
exhibition hall c,37260,37319,182
exhibition hall c,37320,37379,182
exhibition hall c,37380,37439,182
exhibition hall c,37440,37499,182
exhibition hall c,37500,37559,181
exhibition hall c,37560,37619,181
exhibition hall c,37620,37679,182
exhibition hall c,37680,37739,182
exhibition hall c,37740,37799,182
exhibition hall c,37800,37859,183
exhibition hall c,37860,37919,183
exhibition hall c,37920,37979,183
exhibition hall c,37980,38039,183
exhibition hall c,38040,38099,183
exhibition hall c,38100,38159,183
exhibition hall c,38160,38219,182
exhibition hall c,38220,38279,182
exhibition hall c,38280,38339,182
exhibition hall c,38340,38399,182
exhibition hall c,38400,38459,182
exhibition hall c,38460,38519,182
exhibition hall c,38520,38579,182
exhibition hall c,38580,38639,183
exhibition hall c,38640,38699,183
exhibition hall c,38700,38759,183
exhibition hall c,38760,38819,182
exhibition hall c,38820,38879,182
exhibition hall c,38880,38939,182
exhibition hall c,38940,38999,182
exhibition hall c,39000,39059,176
exhibition hall c,39060,39119,165
exhibition hall c,39120,39179,161
exhibition hall c,39180,39239,161
exhibition hall c,39240,39299,158
exhibition hall c,39300,39359,157
exhibition hall c,39360,39419,155
exhibition hall c,39420,39479,153
exhibition hall c,39480,39539,150
exhibition hall c,39540,39599,147
exhibition hall c,39600,39659,142
exhibition hall c,39660,39719,140
exhibition hall c,39720,39779,138
exhibition hall c,39780,39839,130
exhibition hall c,39840,39899,125
exhibition hall c,39900,39959,120
exhibition hall c,39960,40019,118
exhibition hall c,40020,40079,115
exhibition hall c,40080,40139,110
exhibition hall c,40140,40199,107
exhibition hall c,40200,40259,94
exhibition hall c,40260,40319,86
exhibition hall c,40320,40379,79
exhibition hall c,40380,40439,75
exhibition hall c,40440,40499,65
exhibition hall c,40500,40559,60
exhibition hall c,40560,40619,49
exhibition hall c,40620,40679,41
exhibition hall c,40680,40739,32
exhibition hall c,40740,40799,26
exhibition hall c,40800,40859,17
exhibition hall c,40860,40919,14
exhibition hall c,40920,40979,7
exhibition hall c,40980,41039,4
exhibition hall c,41040,41099,3
exhibition hall c,41100,41159,3
exhibition hall c,41160,41219,3
exhibition hall c,41220,41279,3
exhibition hall c,41280,41339,3
exhibition hall c,41340,41399,3
exhibition hall c,41400,41459,3
exhibition hall c,41460,41519,1
