area,floor,px,py,start_time,end_time,visitor_count
exhibition hall,1,15,5,33300,33599,4
exhibition hall,1,15,5,33600,33899,6
exhibition hall,1,15,5,33900,34199,6
exhibition hall,1,15,5,34200,34499,9
exhibition hall,1,15,5,34500,34799,9
exhibition hall,1,15,5,34800,35099,18
exhibition hall,1,15,5,35100,35399,25
exhibition hall,1,15,5,35400,35699,10
exhibition hall,1,15,5,35700,35999,9
exhibition hall,1,15,5,36000,36299,13
exhibition hall,1,15,5,36300,36599,17
exhibition hall,1,15,5,36600,36899,12
exhibition hall,1,15,5,36900,37199,7
exhibition hall,1,15,5,37200,37499,3
exhibition hall,1,15,5,37500,37799,14
exhibition hall,1,15,5,37800,38099,50
exhibition hall,1,15,5,38100,38399,25
exhibition hall,1,15,5,38400,38699,30
exhibition hall,1,15,5,38700,38999,57
exhibition hall,1,15,5,39000,39299,74
exhibition hall,1,15,5,39300,39599,30
exhibition hall,1,15,5,39600,39899,5
exhibition hall,1,15,5,39900,40199,3
exhibition hall,1,15,5,40200,40499,2
exhibition hall,1,15,5,40500,40799,1
exhibition hall,1,15,5,40800,41099,2
exhibition hall,1,15,5,41100,41399,2
exhibition hall,1,15,5,41400,41699,1
exhibition hall,1,15,5,41700,41999,1
exhibition hall,1,15,5,42000,42299,1
exhibition hall,1,15,5,42600,42899,1
exhibition hall,1,15,5,42900,43199,3
exhibition hall,1,15,5,43200,43499,6
exhibition hall,1,15,5,44100,44399,5
exhibition hall,1,15,5,44400,44699,5
exhibition hall,1,15,5,45300,45599,2
exhibition hall,1,15,5,45600,45899,1
exhibition hall,1,15,5,45900,46199,2
exhibition hall,1,15,5,46200,46499,5
exhibition hall,1,15,5,46500,46799,8
exhibition hall,1,15,5,46800,47099,6
exhibition hall,1,15,5,47100,47399,6
exhibition hall,1,15,5,47400,47699,10
exhibition hall,1,15,5,47700,47999,12
exhibition hall,1,15,5,48000,48299,17
exhibition hall,1,15,5,48300,48599,21
exhibition hall,1,15,5,48600,48899,15
exhibition hall,1,15,5,48900,49199,29
exhibition hall,1,15,5,49200,49499,39
exhibition hall,1,15,5,49500,49799,38
exhibition hall,1,15,5,49800,50099,50
exhibition hall,1,15,5,50100,50399,62
exhibition hall,1,15,5,50400,50699,72
exhibition hall,1,15,5,50700,50999,13
exhibition hall,1,15,5,51000,51299,14
exhibition hall,1,15,5,51300,51599,15
exhibition hall,1,15,5,51600,51899,19
exhibition hall,1,15,5,51900,52199,15
exhibition hall,1,15,5,52200,52499,12
exhibition hall,1,15,5,52500,52799,11
exhibition hall,1,15,5,52800,53099,9
exhibition hall,1,15,5,53100,53399,9
exhibition hall,1,15,5,53400,53699,15
exhibition hall,1,15,5,53700,53999,10
exhibition hall,1,15,5,54000,54299,13
exhibition hall,1,15,5,54300,54599,19
exhibition hall,1,15,5,54600,54899,17
exhibition hall,1,15,5,54900,55199,8
exhibition hall,1,15,5,55200,55499,12
exhibition hall,1,15,5,55500,55799,20
exhibition hall,1,15,5,55800,56099,32
exhibition hall,1,15,5,56100,56399,15
exhibition hall,1,15,5,56400,56699,23
exhibition hall,1,15,5,56700,56999,18
exhibition hall,1,15,5,57000,57299,22
exhibition hall,1,15,5,57300,57599,33
exhibition hall,1,15,5,57600,57899,36
exhibition hall,1,15,5,57900,58199,26
exhibition hall,1,15,5,58200,58499,21
exhibition hall,1,15,5,58500,58799,57
exhibition hall,1,15,5,58800,59099,5
exhibition hall,1,15,5,59100,59399,6
exhibition hall,1,15,5,59400,59699,19
exhibition hall,1,15,5,59700,59999,17
exhibition hall,1,15,5,60000,60299,6
exhibition hall,1,15,5,60300,60599,4
exhibition hall,1,15,5,60600,60899,5
exhibition hall,1,15,5,60900,61199,6
exhibition hall,1,15,5,61200,61499,10
exhibition hall,1,15,5,61500,61799,8
exhibition hall,1,15,5,61800,62099,7
exhibition hall,1,15,5,62100,62399,5
exhibition hall,1,15,5,62400,62699,5
exhibition hall,1,15,5,62700,62999,5
exhibition hall,1,15,5,63000,63299,7
exhibition hall,1,15,6,28200,28499,2
exhibition hall,1,15,6,28800,29099,1
exhibition hall,1,15,6,29100,29399,23
exhibition hall,1,15,6,29400,29699,47
exhibition hall,1,15,6,29700,29999,51
exhibition hall,1,15,6,30000,30299,65
exhibition hall,1,15,6,30300,30599,75
exhibition hall,1,15,6,30600,30899,48
exhibition hall,1,15,6,30900,31199,6
exhibition hall,1,15,6,31200,31499,6
exhibition hall,1,15,6,31500,31799,11
exhibition hall,1,15,6,31800,32099,19
exhibition hall,1,15,6,32100,32399,31
exhibition hall,1,15,6,32400,32699,50
exhibition hall,1,15,6,32700,32999,8
exhibition hall,1,15,6,33000,33299,3
exhibition hall,1,15,6,33300,33599,3
exhibition hall,1,15,6,33600,33899,4
exhibition hall,1,15,6,33900,34199,5
exhibition hall,1,15,6,34200,34499,6
exhibition hall,1,15,6,34500,34799,7
exhibition hall,1,15,6,34800,35099,24
exhibition hall,1,15,6,35100,35399,41
exhibition hall,1,15,6,35400,35699,9
exhibition hall,1,15,6,35700,35999,8
exhibition hall,1,15,6,36000,36299,8
exhibition hall,1,15,6,36300,36599,13
exhibition hall,1,15,6,36600,36899,9
exhibition hall,1,15,6,36900,37199,6
exhibition hall,1,15,6,37200,37499,4
exhibition hall,1,15,6,37500,37799,19
exhibition hall,1,15,6,37800,38099,69
exhibition hall,1,15,6,38100,38399,34
exhibition hall,1,15,6,38400,38699,41
exhibition hall,1,15,6,38700,38999,71
exhibition hall,1,15,6,39000,39299,126
exhibition hall,1,15,6,39300,39599,43
exhibition hall,1,15,6,39600,39899,2
exhibition hall,1,15,6,39900,40199,3
exhibition hall,1,15,6,40200,40499,3
exhibition hall,1,15,6,40500,40799,2
exhibition hall,1,15,6,40800,41099,4
exhibition hall,1,15,6,41100,41399,5
exhibition hall,1,15,6,41400,41699,3
exhibition hall,1,15,6,41700,41999,3
exhibition hall,1,15,6,42000,42299,3
exhibition hall,1,15,6,42300,42599,2
exhibition hall,1,15,6,42600,42899,4
exhibition hall,1,15,6,42900,43199,4
exhibition hall,1,15,6,43200,43499,5
exhibition hall,1,15,6,44100,44399,4
exhibition hall,1,15,6,44400,44699,4
exhibition hall,1,15,6,44700,44999,1
exhibition hall,1,15,6,45000,45299,3
exhibition hall,1,15,6,45300,45599,3
exhibition hall,1,15,6,45600,45899,2
exhibition hall,1,15,6,45900,46199,4
exhibition hall,1,15,6,46200,46499,6
exhibition hall,1,15,6,46500,46799,9
exhibition hall,1,15,6,46800,47099,5
exhibition hall,1,15,6,47100,47399,7
exhibition hall,1,15,6,47400,47699,5
exhibition hall,1,15,6,47700,47999,8
exhibition hall,1,15,6,48000,48299,14
exhibition hall,1,15,6,48300,48599,15
exhibition hall,1,15,6,48600,48899,15
exhibition hall,1,15,6,48900,49199,26
exhibition hall,1,15,6,49200,49499,30
exhibition hall,1,15,6,49500,49799,34
exhibition hall,1,15,6,49800,50099,34
exhibition hall,1,15,6,50100,50399,42
exhibition hall,1,15,6,50400,50699,51
exhibition hall,1,15,6,50700,50999,12
exhibition hall,1,15,6,51000,51299,9
exhibition hall,1,15,6,51300,51599,9
exhibition hall,1,15,6,51600,51899,13
exhibition hall,1,15,6,51900,52199,7
exhibition hall,1,15,6,52200,52499,7
exhibition hall,1,15,6,52500,52799,8
exhibition hall,1,15,6,52800,53099,8
exhibition hall,1,15,6,53100,53399,8
exhibition hall,1,15,6,53400,53699,13
exhibition hall,1,15,6,53700,53999,12
exhibition hall,1,15,6,54000,54299,14
exhibition hall,1,15,6,54300,54599,21
exhibition hall,1,15,6,54600,54899,17
exhibition hall,1,15,6,54900,55199,9
exhibition hall,1,15,6,55200,55499,12
exhibition hall,1,15,6,55500,55799,17
exhibition hall,1,15,6,55800,56099,24
exhibition hall,1,15,6,56100,56399,14
exhibition hall,1,15,6,56400,56699,22
exhibition hall,1,15,6,56700,56999,18
exhibition hall,1,15,6,57000,57299,26
exhibition hall,1,15,6,57300,57599,30
exhibition hall,1,15,6,57600,57899,26
exhibition hall,1,15,6,57900,58199,26
exhibition hall,1,15,6,58200,58499,16
exhibition hall,1,15,6,58500,58799,40
exhibition hall,1,15,6,58800,59099,3
exhibition hall,1,15,6,59100,59399,5
exhibition hall,1,15,6,59400,59699,12
exhibition hall,1,15,6,59700,59999,14
exhibition hall,1,15,6,60000,60299,6
exhibition hall,1,15,6,60300,60599,5
exhibition hall,1,15,6,60600,60899,6
exhibition hall,1,15,6,60900,61199,7
exhibition hall,1,15,6,61200,61499,10
exhibition hall,1,15,6,61500,61799,9
exhibition hall,1,15,6,61800,62099,10
exhibition hall,1,15,6,62100,62399,8
exhibition hall,1,15,6,62400,62699,4
exhibition hall,1,15,6,62700,62999,1
exhibition hall,1,15,6,63000,63299,4
exhibition hall,1,15,7,28200,28499,2
exhibition hall,1,15,7,28500,28799,1
exhibition hall,1,15,7,28800,29099,2
exhibition hall,1,15,7,29100,29399,20
exhibition hall,1,15,7,29400,29699,41
exhibition hall,1,15,7,29700,29999,36
exhibition hall,1,15,7,30000,30299,44
exhibition hall,1,15,7,30300,30599,54
exhibition hall,1,15,7,30600,30899,41
exhibition hall,1,15,7,30900,31199,3
exhibition hall,1,15,7,31200,31499,3
exhibition hall,1,15,7,31500,31799,6
exhibition hall,1,15,7,31800,32099,10
exhibition hall,1,15,7,32100,32399,18
exhibition hall,1,15,7,32400,32699,37
exhibition hall,1,15,7,32700,32999,2
exhibition hall,1,15,7,33000,33299,1
exhibition hall,1,15,7,33300,33599,1
exhibition hall,1,15,7,33600,33899,2
exhibition hall,1,15,7,33900,34199,1
exhibition hall,1,15,7,34200,34499,4
exhibition hall,1,15,7,34500,34799,8
exhibition hall,1,15,7,34800,35099,21
exhibition hall,1,15,7,35100,35399,31
exhibition hall,1,15,7,35400,35699,6
exhibition hall,1,15,7,35700,35999,1
exhibition hall,1,15,7,36000,36299,4
exhibition hall,1,15,7,36300,36599,13
exhibition hall,1,15,7,36600,36899,9
exhibition hall,1,15,7,36900,37199,6
exhibition hall,1,15,7,37200,37499,4
exhibition hall,1,15,7,37500,37799,14
exhibition hall,1,15,7,37800,38099,53
exhibition hall,1,15,7,38100,38399,29
exhibition hall,1,15,7,38400,38699,35
exhibition hall,1,15,7,38700,38999,57
exhibition hall,1,15,7,39000,39299,79
exhibition hall,1,15,7,39300,39599,37
exhibition hall,1,15,7,39600,39899,1
exhibition hall,1,15,7,39900,40199,1
exhibition hall,1,15,7,40200,40499,1
exhibition hall,1,15,7,40500,40799,1
exhibition hall,1,15,7,40800,41099,1
exhibition hall,1,15,7,41100,41399,3
exhibition hall,1,15,7,41400,41699,1
exhibition hall,1,15,7,41700,41999,1
exhibition hall,1,15,7,42000,42299,1
exhibition hall,1,15,7,42600,42899,2
exhibition hall,1,15,7,42900,43199,3
exhibition hall,1,15,7,43200,43499,4
exhibition hall,1,15,7,43500,43799,1
exhibition hall,1,15,7,43800,44099,1
exhibition hall,1,15,7,44100,44399,2
exhibition hall,1,15,7,44400,44699,3
exhibition hall,1,15,7,45000,45299,2
exhibition hall,1,15,7,45300,45599,2
exhibition hall,1,15,7,45600,45899,2
exhibition hall,1,15,7,45900,46199,3
exhibition hall,1,15,7,46200,46499,4
exhibition hall,1,15,7,46500,46799,9
exhibition hall,1,15,7,46800,47099,5
exhibition hall,1,15,7,47100,47399,7
exhibition hall,1,15,7,47400,47699,4
exhibition hall,1,15,7,47700,47999,6
exhibition hall,1,15,7,48000,48299,15
exhibition hall,1,15,7,48300,48599,17
exhibition hall,1,15,7,48600,48899,13
exhibition hall,1,15,7,48900,49199,22
exhibition hall,1,15,7,49200,49499,27
exhibition hall,1,15,7,49500,49799,25
exhibition hall,1,15,7,49800,50099,28
exhibition hall,1,15,7,50100,50399,31
exhibition hall,1,15,7,50400,50699,38
exhibition hall,1,15,7,50700,50999,9
exhibition hall,1,15,7,51000,51299,9
exhibition hall,1,15,7,51300,51599,8
exhibition hall,1,15,7,51600,51899,9
exhibition hall,1,15,7,51900,52199,4
exhibition hall,1,15,7,52200,52499,3
exhibition hall,1,15,7,52500,52799,4
exhibition hall,1,15,7,52800,53099,4
exhibition hall,1,15,7,53100,53399,4
exhibition hall,1,15,7,53400,53699,4
exhibition hall,1,15,7,53700,53999,4
exhibition hall,1,15,7,54000,54299,9
exhibition hall,1,15,7,54300,54599,13
exhibition hall,1,15,7,54600,54899,15
exhibition hall,1,15,7,54900,55199,7
exhibition hall,1,15,7,55200,55499,10
exhibition hall,1,15,7,55500,55799,16
exhibition hall,1,15,7,55800,56099,19
exhibition hall,1,15,7,56100,56399,8
exhibition hall,1,15,7,56400,56699,15
exhibition hall,1,15,7,56700,56999,14
exhibition hall,1,15,7,57000,57299,13
exhibition hall,1,15,7,57300,57599,19
exhibition hall,1,15,7,57600,57899,18
exhibition hall,1,15,7,57900,58199,23
exhibition hall,1,15,7,58200,58499,12
exhibition hall,1,15,7,58500,58799,23
exhibition hall,1,15,7,58800,59099,3
exhibition hall,1,15,7,59100,59399,3
exhibition hall,1,15,7,59400,59699,10
exhibition hall,1,15,7,59700,59999,10
exhibition hall,1,15,7,60000,60299,2
exhibition hall,1,15,7,60300,60599,1
exhibition hall,1,15,7,60600,60899,2
exhibition hall,1,15,7,60900,61199,2
exhibition hall,1,15,7,61200,61499,3
exhibition hall,1,15,7,61500,61799,2
exhibition hall,1,15,7,61800,62099,2
exhibition hall,1,15,7,62100,62399,3
exhibition hall,1,15,7,62400,62699,2
exhibition hall,1,15,7,62700,62999,1
exhibition hall,1,15,7,63000,63299,4
exhibition hall,1,15,7,63300,63599,1
exhibition hall,1,15,7,63600,63899,2
exhibition hall,1,15,8,28200,28499,1
exhibition hall,1,15,8,29100,29399,15
exhibition hall,1,15,8,29400,29699,32
exhibition hall,1,15,8,29700,29999,39
exhibition hall,1,15,8,30000,30299,39
exhibition hall,1,15,8,30300,30599,54
exhibition hall,1,15,8,30600,30899,36
exhibition hall,1,15,8,30900,31199,2
exhibition hall,1,15,8,31200,31499,2
exhibition hall,1,15,8,31500,31799,6
exhibition hall,1,15,8,31800,32099,9
exhibition hall,1,15,8,32100,32399,19
exhibition hall,1,15,8,32400,32699,34
exhibition hall,1,15,8,32700,32999,3
exhibition hall,1,15,8,33000,33299,1
exhibition hall,1,15,8,33300,33599,1
exhibition hall,1,15,8,33600,33899,2
exhibition hall,1,15,8,33900,34199,1
exhibition hall,1,15,8,34200,34499,4
exhibition hall,1,15,8,34500,34799,6
exhibition hall,1,15,8,34800,35099,16
exhibition hall,1,15,8,35100,35399,28
exhibition hall,1,15,8,35400,35699,4
exhibition hall,1,15,8,36000,36299,3
exhibition hall,1,15,8,36300,36599,11
exhibition hall,1,15,8,36600,36899,9
exhibition hall,1,15,8,36900,37199,5
exhibition hall,1,15,8,37200,37499,6
exhibition hall,1,15,8,37500,37799,13
exhibition hall,1,15,8,37800,38099,38
exhibition hall,1,15,8,38100,38399,20
exhibition hall,1,15,8,38400,38699,30
exhibition hall,1,15,8,38700,38999,42
exhibition hall,1,15,8,39000,39299,56
exhibition hall,1,15,8,39300,39599,30
exhibition hall,1,15,8,39900,40199,1
exhibition hall,1,15,8,41100,41399,2
exhibition hall,1,15,8,42600,42899,1
exhibition hall,1,15,8,42900,43199,2
exhibition hall,1,15,8,43200,43499,3
exhibition hall,1,15,8,44100,44399,1
exhibition hall,1,15,8,44400,44699,2
exhibition hall,1,15,8,45000,45299,2
exhibition hall,1,15,8,45300,45599,2
exhibition hall,1,15,8,45600,45899,1
exhibition hall,1,15,8,45900,46199,3
exhibition hall,1,15,8,46200,46499,5
exhibition hall,1,15,8,46500,46799,10
exhibition hall,1,15,8,46800,47099,8
exhibition hall,1,15,8,47100,47399,5
exhibition hall,1,15,8,47400,47699,4
exhibition hall,1,15,8,47700,47999,3
exhibition hall,1,15,8,48000,48299,9
exhibition hall,1,15,8,48300,48599,9
exhibition hall,1,15,8,48600,48899,8
exhibition hall,1,15,8,48900,49199,12
exhibition hall,1,15,8,49200,49499,19
exhibition hall,1,15,8,49500,49799,21
exhibition hall,1,15,8,49800,50099,26
exhibition hall,1,15,8,50100,50399,23
exhibition hall,1,15,8,50400,50699,23
exhibition hall,1,15,8,50700,50999,7
exhibition hall,1,15,8,51000,51299,9
exhibition hall,1,15,8,51300,51599,6
exhibition hall,1,15,8,51600,51899,9
exhibition hall,1,15,8,51900,52199,5
exhibition hall,1,15,8,52200,52499,3
exhibition hall,1,15,8,52500,52799,6
exhibition hall,1,15,8,52800,53099,5
exhibition hall,1,15,8,53100,53399,4
exhibition hall,1,15,8,53400,53699,5
exhibition hall,1,15,8,53700,53999,3
exhibition hall,1,15,8,54000,54299,6
exhibition hall,1,15,8,54300,54599,8
exhibition hall,1,15,8,54600,54899,13
exhibition hall,1,15,8,54900,55199,12
exhibition hall,1,15,8,55200,55499,13
exhibition hall,1,15,8,55500,55799,16
exhibition hall,1,15,8,55800,56099,15
exhibition hall,1,15,8,56100,56399,10
exhibition hall,1,15,8,56400,56699,18
exhibition hall,1,15,8,56700,56999,10
exhibition hall,1,15,8,57000,57299,11
exhibition hall,1,15,8,57300,57599,22
exhibition hall,1,15,8,57600,57899,14
exhibition hall,1,15,8,57900,58199,15
exhibition hall,1,15,8,58200,58499,9
exhibition hall,1,15,8,58500,58799,22
exhibition hall,1,15,8,58800,59099,4
exhibition hall,1,15,8,59100,59399,3
exhibition hall,1,15,8,59400,59699,9
exhibition hall,1,15,8,59700,59999,11
exhibition hall,1,15,8,60000,60299,6
exhibition hall,1,15,8,60300,60599,3
exhibition hall,1,15,8,60600,60899,3
exhibition hall,1,15,8,60900,61199,3
exhibition hall,1,15,8,61200,61499,2
exhibition hall,1,15,8,61500,61799,2
exhibition hall,1,15,8,61800,62099,2
exhibition hall,1,15,8,62100,62399,3
exhibition hall,1,15,8,62400,62699,2
exhibition hall,1,15,8,62700,62999,1
exhibition hall,1,15,8,63000,63299,4
exhibition hall,1,15,9,28200,28499,1
exhibition hall,1,15,9,29100,29399,13
exhibition hall,1,15,9,29400,29699,21
exhibition hall,1,15,9,29700,29999,22
exhibition hall,1,15,9,30000,30299,23
exhibition hall,1,15,9,30300,30599,41
exhibition hall,1,15,9,30600,30899,33
exhibition hall,1,15,9,30900,31199,3
exhibition hall,1,15,9,31200,31499,3
exhibition hall,1,15,9,31500,31799,5
exhibition hall,1,15,9,31800,32099,7
exhibition hall,1,15,9,32100,32399,19
exhibition hall,1,15,9,32400,32699,27
exhibition hall,1,15,9,32700,32999,2
exhibition hall,1,15,9,33000,33299,1
exhibition hall,1,15,9,33300,33599,1
exhibition hall,1,15,9,33600,33899,2
exhibition hall,1,15,9,33900,34199,1
exhibition hall,1,15,9,34200,34499,2
exhibition hall,1,15,9,34500,34799,5
exhibition hall,1,15,9,34800,35099,12
exhibition hall,1,15,9,35100,35399,23
exhibition hall,1,15,9,35400,35699,2
exhibition hall,1,15,9,36000,36299,2
exhibition hall,1,15,9,36300,36599,9
exhibition hall,1,15,9,36600,36899,3
exhibition hall,1,15,9,36900,37199,2
exhibition hall,1,15,9,37500,37799,8
exhibition hall,1,15,9,37800,38099,30
exhibition hall,1,15,9,38100,38399,12
exhibition hall,1,15,9,38400,38699,26
exhibition hall,1,15,9,38700,38999,32
exhibition hall,1,15,9,39000,39299,50
exhibition hall,1,15,9,39300,39599,22
exhibition hall,1,15,9,39600,39899,1
exhibition hall,1,15,9,41100,41399,1
exhibition hall,1,15,9,42900,43199,1
exhibition hall,1,15,9,43200,43499,3
exhibition hall,1,15,9,44100,44399,1
exhibition hall,1,15,9,44400,44699,2
exhibition hall,1,15,9,45900,46199,1
exhibition hall,1,15,9,46200,46499,3
exhibition hall,1,15,9,46500,46799,7
exhibition hall,1,15,9,46800,47099,6
exhibition hall,1,15,9,47100,47399,4
exhibition hall,1,15,9,47400,47699,3
exhibition hall,1,15,9,47700,47999,2
exhibition hall,1,15,9,48000,48299,6
exhibition hall,1,15,9,48300,48599,9
exhibition hall,1,15,9,48600,48899,10
exhibition hall,1,15,9,48900,49199,12
exhibition hall,1,15,9,49200,49499,9
exhibition hall,1,15,9,49500,49799,17
exhibition hall,1,15,9,49800,50099,21
exhibition hall,1,15,9,50100,50399,19
exhibition hall,1,15,9,50400,50699,25
exhibition hall,1,15,9,50700,50999,6
exhibition hall,1,15,9,51000,51299,3
exhibition hall,1,15,9,51300,51599,2
exhibition hall,1,15,9,51600,51899,4
exhibition hall,1,15,9,51900,52199,3
exhibition hall,1,15,9,52200,52499,1
exhibition hall,1,15,9,52500,52799,3
exhibition hall,1,15,9,52800,53099,2
exhibition hall,1,15,9,53100,53399,2
exhibition hall,1,15,9,53400,53699,3
exhibition hall,1,15,9,53700,53999,8
exhibition hall,1,15,9,54000,54299,9
exhibition hall,1,15,9,54300,54599,11
exhibition hall,1,15,9,54600,54899,13
exhibition hall,1,15,9,54900,55199,21
exhibition hall,1,15,9,55200,55499,24
exhibition hall,1,15,9,55500,55799,26
exhibition hall,1,15,9,55800,56099,20
exhibition hall,1,15,9,56100,56399,23
exhibition hall,1,15,9,56400,56699,29
exhibition hall,1,15,9,56700,56999,28
exhibition hall,1,15,9,57000,57299,18
exhibition hall,1,15,9,57300,57599,23
exhibition hall,1,15,9,57600,57899,16
exhibition hall,1,15,9,57900,58199,16
exhibition hall,1,15,9,58200,58499,13
exhibition hall,1,15,9,58500,58799,20
exhibition hall,1,15,9,58800,59099,6
exhibition hall,1,15,9,59100,59399,3
exhibition hall,1,15,9,59400,59699,4
exhibition hall,1,15,9,59700,59999,4
exhibition hall,1,15,9,60000,60299,2
exhibition hall,1,15,9,60300,60599,1
exhibition hall,1,15,9,60600,60899,2
exhibition hall,1,15,9,60900,61199,2
exhibition hall,1,15,9,61500,61799,1
exhibition hall,1,15,9,61800,62099,2
exhibition hall,1,15,9,62100,62399,2
exhibition hall,1,15,9,62400,62699,1
exhibition hall,1,15,9,63000,63299,2
exhibition hall,1,15,10,28200,28499,1
exhibition hall,1,15,10,28500,28799,1
exhibition hall,1,15,10,28800,29099,1
exhibition hall,1,15,10,29100,29399,10
exhibition hall,1,15,10,29400,29699,16
exhibition hall,1,15,10,29700,29999,23
