id,area_index,category,time,time_end,previous_category
10115,1,exhibition hall,31897,31907,None
10115,2,main convention,32698,32718,exhibition hall
10115,3,poster area,37835,37843,main convention
10115,4,rest area,38594,38602,poster area
10115,5,main convention,39253,39267,rest area
10117,1,main convention,33066,33083,None
10117,2,poster area,37953,37960,main convention
10117,3,rest area,38985,38994,poster area
10117,4,main convention,39276,39291,rest area
10121,1,exhibition hall,32294,32306,None
10121,2,room,32684,32696,exhibition hall
10123,1,exhibition hall,32449,32461,None
10123,2,main convention,33813,33820,exhibition hall
10123,3,poster area,35418,35424,main convention
10123,4,main convention,35900,35907,poster area
10123,5,room,38011,38022,main convention
10123,6,poster area,38680,38690,room
10123,7,main convention,39324,39332,poster area
10127,1,main convention,32903,32928,None
10127,2,room,37854,38238,main convention
10127,3,main convention,39257,39266,room
10134,1,main convention,32864,32885,None
10134,2,exhibition hall,38275,38284,main convention
10134,3,main convention,39167,39179,exhibition hall
10135,1,sub convention,34346,34357,None
10136,1,main convention,32418,32425,None
10136,2,poster area,35203,35210,main convention
10136,3,sub convention,35253,35300,poster area
10136,4,poster area,38239,38246,sub convention
10136,5,rest area,38808,38818,poster area
10136,6,main convention,39302,39318,rest area
10137,1,poster area,31108,31114,None
10137,2,exhibition hall,31195,31202,poster area
10137,3,main convention,32546,32559,exhibition hall
10137,4,poster area,38403,38412,main convention
10137,5,sub convention,38516,38574,poster area
10137,6,poster area,40601,40611,sub convention
10142,1,sub convention,34551,40468,None
10142,2,poster area,40524,40533,sub convention
10143,1,main convention,35813,35820,None
10143,2,exhibition hall,41773,41785,main convention
10143,3,main convention,41893,41905,exhibition hall
10145,1,main convention,39342,39356,None
10145,2,poster area,41515,41548,main convention
10146,1,exhibition hall,31269,31276,None
10146,2,main convention,32726,32733,exhibition hall
10146,3,sub convention,38648,38690,main convention
10146,4,poster area,40943,40956,sub convention
10146,5,main convention,41206,41213,poster area
10150,1,main convention,33025,33049,None
10150,2,poster area,37661,37669,main convention
10150,3,room,38189,38201,poster area
10150,4,main convention,39358,39372,room
10150,5,exhibition hall,41462,41469,main convention
10150,6,main convention,41861,41871,exhibition hall
10151,1,main convention,32921,32945,None
10152,1,main convention,33022,33047,None
10152,2,poster area,38261,38270,main convention
10152,3,sub convention,38346,40788,poster area
10152,4,poster area,40880,40892,sub convention
10155,1,poster area,34389,34978,None
10155,2,sub convention,35557,35606,poster area
10155,3,poster area,39343,39351,sub convention
10155,4,exhibition hall,40020,40028,poster area
10157,1,exhibition hall,34013,34022,None
10157,2,poster area,34292,34299,exhibition hall
10157,3,sub convention,34353,34368,poster area
10157,4,poster area,39976,39983,sub convention
10162,1,main convention,32527,32534,None
10162,2,poster area,34846,34852,main convention
10162,3,sub convention,34881,38128,poster area
10162,4,poster area,38869,38876,sub convention
10162,5,rest area,39146,39153,poster area
10162,6,main convention,39429,39441,rest area
10163,1,main convention,32743,32763,None
10163,2,poster area,34964,34971,main convention
10163,3,sub convention,34988,35023,poster area
10163,4,poster area,37513,37520,sub convention
10163,5,room,38099,38116,poster area
10163,6,poster area,38808,38818,room
10163,7,main convention,39356,39370,poster area
10164,1,room,28206,28214,None
10170,1,main convention,33237,33245,None
10170,2,poster area,39075,39085,main convention
10170,3,sub convention,39143,39192,poster area
10170,4,poster area,41119,41133,sub convention
10171,1,poster area,33017,33024,None
10171,2,sub convention,34284,34295,poster area
10171,3,poster area,40518,40531,sub convention
10172,1,exhibition hall,31093,31100,None
10172,2,rest area,34977,34983,exhibition hall
10172,3,exhibition hall,37768,37775,rest area
10172,4,main convention,39721,39727,exhibition hall
10172,5,exhibition hall,41511,41519,main convention
10174,1,sub convention,34543,34567,None
10174,2,poster area,40185,40193,sub convention
10175,1,poster area,33121,33129,None
10175,2,sub convention,34201,34208,poster area
10175,3,poster area,39059,39067,sub convention
10178,1,poster area,31703,31710,None
10178,2,main convention,32445,32453,poster area
10178,3,poster area,38355,38363,main convention
10178,4,sub convention,38461,38490,poster area
10178,5,poster area,41043,41058,sub convention
10178,6,rest area,41625,41633,poster area
10178,7,main convention,41951,41963,rest area
10181,1,room,31229,31239,None
10181,2,main convention,32655,32662,room
10181,3,sub convention,38054,40648,main convention
10181,4,poster area,40657,40665,sub convention
10181,5,room,40850,40856,poster area
10182,1,exhibition hall,31952,31964,None
10182,2,main convention,32661,32679,exhibition hall
10182,3,poster area,34938,34945,main convention
10182,4,sub convention,34986,35020,poster area
10182,5,poster area,36911,36918,sub convention
10182,6,rest area,37293,37299,poster area
10182,7,main convention,39250,39264,rest area
10182,8,poster area,41826,41832,main convention
10182,9,main convention,42391,42398,poster area
10192,1,poster area,40400,40408,None
10193,1,poster area,32028,32037,None
10193,2,main convention,32904,32929,poster area
10193,3,poster area,35272,35279,main convention
10193,4,sub convention,35323,35380,poster area
10193,5,poster area,39157,39165,sub convention
10194,1,main convention,32870,32891,None
10194,2,poster area,38189,38197,main convention
10194,3,sub convention,38272,38300,poster area
10194,4,poster area,40792,40802,sub convention
10194,5,rest area,41157,41164,poster area
10196,1,room,28139,28146,None
10202,1,sub convention,34537,34550,None
10202,2,poster area,37843,37850,sub convention
10202,3,sub convention,38499,38555,poster area
10202,4,poster area,41047,41057,sub convention
10205,1,main convention,32505,32515,None
10205,2,poster area,38188,38197,main convention
10205,3,sub convention,38275,40618,poster area
10205,4,poster area,40632,40640,sub convention
10214,1,room,31917,31923,None
10214,2,main convention,32413,32419,room
10214,3,room,34663,34669,main convention
10214,4,main convention,35120,35128,room
10214,5,room,37475,37481,main convention
10214,6,main convention,39057,39064,room
10214,7,room,41536,41708,main convention
10214,8,main convention,41734,41740,room
10215,1,main convention,32653,32669,None
10215,2,poster area,38196,38203,main convention
10215,3,sub convention,38246,38262,poster area
10215,4,poster area,40940,40954,sub convention
10215,5,main convention,42055,42069,poster area
10218,1,exhibition hall,31431,31439,None
10218,2,main convention,32654,32671,exhibition hall
10218,3,poster area,38310,38319,main convention
10218,4,sub convention,38383,38424,poster area
10218,5,poster area,41054,41069,sub convention
10218,6,main convention,42094,42102,poster area
10225,1,main convention,32496,32506,None
10225,2,poster area,35188,35196,main convention
10225,3,sub convention,35236,37548,poster area
10225,4,poster area,37557,37564,sub convention
10228,1,poster area,34010,34019,None
10228,2,sub convention,34242,34253,poster area
10228,3,poster area,39594,40188,sub convention
10231,1,poster area,32215,32221,None
10231,2,main convention,32940,32964,poster area
10231,3,poster area,35238,35245,main convention
10231,4,sub convention,35280,35331,poster area
10231,5,poster area,36959,36965,sub convention
10231,6,room,37983,38348,poster area
10231,7,exhibition hall,38397,38406,room
10231,8,main convention,39131,39140,exhibition hall
10232,1,room,32829,41418,None
10233,1,poster area,40923,40935,None
10235,1,sub convention,34523,34546,None
10235,2,poster area,39190,39768,sub convention
10239,1,exhibition hall,34048,34057,None
10239,2,poster area,34400,34408,exhibition hall
10239,3,sub convention,34469,34489,poster area
10239,4,poster area,39717,40628,sub convention
10252,1,main convention,32435,32443,None
10252,2,poster area,34944,34951,main convention
10252,3,sub convention,34976,37068,poster area
10252,4,poster area,37123,37129,sub convention
10252,5,rest area,37489,37495,poster area
10252,6,room,38129,38146,rest area
10252,7,rest area,38799,38809,room
10252,8,main convention,39342,39351,rest area
10256,1,poster area,32407,32415,None
10256,2,main convention,32837,32858,poster area
10256,3,poster area,38337,38346,main convention
10256,4,sub convention,38417,38443,poster area
10256,5,poster area,40846,40857,sub convention
10256,6,main convention,41300,41306,poster area
10258,1,sub convention,34582,34591,None
10262,1,poster area,34061,34070,None
10262,2,sub convention,34850,34860,poster area
10262,3,poster area,37582,37588,sub convention
10262,4,sub convention,38008,38019,poster area
10262,5,poster area,40824,40837,sub convention
10264,1,main convention,32851,32859,None
10264,2,poster area,35213,35938,main convention
10264,3,main convention,36067,36074,poster area
10264,4,room,37842,37849,main convention
10264,5,rest area,38540,38548,room
10265,1,poster area,32175,32184,None
10265,2,main convention,32966,32991,poster area
10265,3,poster area,35262,35268,main convention
10265,4,sub convention,35309,38268,poster area
10265,5,poster area,38639,38647,sub convention
10265,6,rest area,38755,38764,poster area
10265,7,main convention,39334,39348,rest area
10266,1,main convention,32551,32558,None
10266,2,poster area,38084,38092,main convention
10266,3,sub convention,38153,40668,poster area
10266,4,poster area,40684,40693,sub convention
10266,5,main convention,41873,41885,poster area
10280,1,exhibition hall,32101,32113,None
10280,2,main convention,32501,32508,exhibition hall
10280,3,poster area,35026,35033,main convention
10280,4,sub convention,35071,35109,poster area
10280,5,poster area,36570,36576,sub convention
10280,6,main convention,37134,37141,poster area
10280,7,exhibition hall,37759,37808,main convention
10280,8,main convention,39174,39187,exhibition hall
10281,1,poster area,34011,34022,None
10281,2,sub convention,34215,34222,poster area
10281,3,poster area,39768,39776,sub convention
10281,4,sub convention,40026,40070,poster area
10281,5,poster area,41011,41025,sub convention
10282,1,room,30818,30828,None
10282,2,main convention,32693,32713,room
10282,3,poster area,38514,38526,main convention
10282,4,sub convention,38642,40718,poster area
10282,5,main convention,40828,40834,sub convention
10287,1,poster area,34094,34104,None
10287,2,sub convention,34339,39308,poster area
10287,3,poster area,39319,39518,sub convention
10287,4,sub convention,39946,40928,poster area
10287,5,poster area,40978,40988,sub convention
10292,1,main convention,32526,32537,None
10292,2,sub convention,35379,35441,main convention
10292,3,poster area,38172,38180,sub convention
10292,4,main convention,39378,39393,poster area
10292,5,poster area,41731,41739,main convention
10292,6,main convention,42002,42011,poster area
10293,1,poster area,31342,31349,None
10293,2,exhibition hall,31441,31448,poster area
10293,3,main convention,32502,32510,exhibition hall
10293,4,poster area,38288,38295,main convention
10293,5,sub convention,38323,40618,poster area
10293,6,poster area,40628,40637,sub convention
10293,7,main convention,42007,42018,poster area
10295,1,main convention,32654,32662,None
10295,2,poster area,38313,38322,main convention
10295,3,sub convention,38385,38428,poster area
10295,4,poster area,40758,40768,sub convention
10295,5,main convention,40983,40989,poster area
10309,1,room,32291,33638,None
10309,2,poster area,33776,33787,room
10309,3,sub convention,33828,33834,poster area
10309,4,poster area,41469,41478,sub convention
10309,5,room,41658,41665,poster area
10310,1,exhibition hall,34163,34208,None
10310,2,poster area,34322,34330,exhibition hall
10310,3,sub convention,34368,40198,poster area
10310,4,poster area,40211,40219,sub convention
10311,1,main convention,32877,32901,None
10311,2,poster area,34982,34990,main convention
10311,3,sub convention,35037,35075,poster area
10311,4,poster area,38158,38165,sub convention
10316,1,sub convention,34676,34689,None
10316,2,poster area,40272,40279,sub convention
10319,1,main convention,40737,40743,None
10320,1,exhibition hall,31490,31497,None
10320,2,main convention,32665,32674,exhibition hall
10320,3,poster area,37814,38188,main convention
10320,4,sub convention,38656,38725,poster area
10320,5,poster area,40802,40812,sub convention
10320,6,main convention,41041,41047,poster area
10321,1,exhibition hall,32003,32013,None
10321,2,main convention,32666,32685,exhibition hall
10321,3,poster area,38216,38224,main convention
10321,4,sub convention,38286,40838,poster area
10321,5,poster area,40863,40876,sub convention
10321,6,main convention,42130,42139,poster area
10325,1,main convention,39281,39297,None
10325,2,poster area,41434,41447,main convention
10325,3,main convention,42215,42221,poster area
10331,1,poster area,31221,31227,None
10331,2,exhibition hall,31420,31428,poster area
10331,3,main convention,32730,32737,exhibition hall
10331,4,poster area,38431,38440,main convention
10331,5,sub convention,38489,38543,poster area
10331,6,poster area,41068,41079,sub convention
10331,7,rest area,41864,41872,poster area
10334,1,main convention,32913,32940,None
10334,2,poster area,35308,35315,main convention
10334,3,sub convention,35346,36988,poster area
10334,4,poster area,36997,37004,sub convention
10334,5,room,37922,37932,poster area
10334,6,main convention,39172,39185,room
10334,7,exhibition hall,41209,41215,main convention
10334,8,main convention,41849,41860,exhibition hall
10335,1,poster area,33250,33257,None
10335,2,sub convention,34209,34214,poster area
10335,3,poster area,39756,39764,sub convention
10335,4,rest area,40064,40071,poster area
10339,1,poster area,33152,33162,None
10339,2,room,33433,33498,poster area
10339,3,exhibition hall,33543,33551,room
10339,4,poster area,34258,34266,exhibition hall
10339,5,sub convention,34288,34300,poster area
10339,6,poster area,40810,40822,sub convention
10345,1,room,27397,27403,None
10349,1,main convention,32820,32841,None
10349,2,poster area,38161,38169,main convention
10349,3,sub convention,38266,38294,poster area
10349,4,poster area,41012,41025,sub convention
10349,5,main convention,41883,41894,poster area
10359,1,sub convention,34848,34862,None
10359,2,poster area,40587,40596,sub convention
10363,1,poster area,33568,33828,None
10363,2,sub convention,34309,34324,poster area
10363,3,poster area,40777,40787,sub convention
10367,1,main convention,33054,33074,None
10367,2,poster area,38500,38509,main convention
10367,3,sub convention,38610,38678,poster area
10367,4,poster area,40922,40931,sub convention
10373,1,poster area,32389,32396,None
10373,2,main convention,32861,32882,poster area
10373,3,poster area,38398,38407,main convention
10373,4,sub convention,38504,38561,poster area
10373,5,poster area,41069,41082,sub convention
10373,6,main convention,41448,41457,poster area
10374,1,poster area,32094,32103,None
10374,2,exhibition hall,32617,32624,poster area
10374,3,main convention,35376,35384,exhibition hall
10374,4,room,38123,38140,main convention
10374,5,rest area,38829,38839,room
10374,6,poster area,42099,42468,rest area
10375,1,main convention,32868,32876,None
10375,2,sub convention,38441,38487,main convention
10375,3,poster area,40769,40779,sub convention
10375,4,main convention,42026,42036,poster area
10383,1,main convention,33045,33053,None
10383,2,poster area,38519,38527,main convention
10383,3,sub convention,38557,38592,poster area
10383,4,poster area,41098,41111,sub convention
10383,5,rest area,41767,41777,poster area
10387,1,poster area,31985,31992,None
10387,2,main convention,32879,32903,poster area
10387,3,poster area,38273,38282,main convention
10387,4,sub convention,38350,38388,poster area
10387,5,poster area,40960,40973,sub convention
10391,1,sub convention,34572,34585,None
10391,2,poster area,40995,41008,sub convention
10397,1,exhibition hall,31559,31567,None
10397,2,main convention,32644,32660,exhibition hall
10397,3,sub convention,38104,40758,main convention
10397,4,poster area,40769,40778,sub convention
10397,5,main convention,41963,41976,poster area
10399,1,sub convention,34356,34371,None
10399,2,poster area,39446,39456,sub convention
10402,1,exhibition hall,31006,31012,None
10402,2,main convention,32514,32524,exhibition hall
10402,3,poster area,38297,38308,main convention
10402,4,sub convention,38404,40568,poster area
10402,5,poster area,40592,40600,sub convention
10402,6,main convention,40780,40786,poster area
10404,1,exhibition hall,31537,31546,None
10404,2,main convention,32590,32607,exhibition hall
10404,3,poster area,38108,38116,main convention
10404,4,sub convention,38184,40468,poster area
10404,5,poster area,40490,40498,sub convention
10404,6,main convention,40941,40947,poster area
10409,1,poster area,31491,31497,None
10409,2,exhibition hall,31935,31945,poster area
10409,3,room,32730,41418,exhibition hall
10415,1,main convention,32824,32844,None
10415,2,poster area,35314,35321,main convention
10415,3,sub convention,35380,39018,poster area
10415,4,poster area,39032,39041,sub convention
10415,5,main convention,39409,39420,poster area
10418,1,poster area,32484,32492,None
10418,2,room,32715,37768,poster area
10419,1,exhibition hall,32606,32612,None
10419,2,main convention,32925,32932,exhibition hall
10419,3,poster area,38446,38454,main convention
10419,4,sub convention,38532,38593,poster area
10419,5,poster area,40448,40460,sub convention
10419,6,main convention,40615,40621,poster area
10419,7,exhibition hall,41758,41768,main convention
10430,1,main convention,32846,32868,None
10430,2,poster area,38420,38429,main convention
10430,3,sub convention,38477,38530,poster area
10430,4,poster area,40916,40928,sub convention
10431,1,exhibition hall,33644,33652,None
10431,2,poster area,34414,34421,exhibition hall
10431,3,sub convention,34476,34500,poster area
10431,4,poster area,40804,40814,sub convention
10435,1,main convention,32423,32430,None
10435,2,poster area,38608,38617,main convention
10435,3,sub convention,38693,38735,poster area
10435,4,poster area,41094,41398,sub convention
10439,1,room,32785,32797,None
10440,1,poster area,33665,33675,None
10440,2,sub convention,34236,34246,poster area
10440,3,poster area,40427,40435,sub convention
10452,1,main convention,32900,32908,None
10452,2,sub convention,35322,35371,main convention
10452,3,poster area,37836,37845,sub convention
10452,4,room,38539,38552,poster area
10452,5,poster area,38861,38870,room
10452,6,main convention,39324,39339,poster area
10457,1,sub convention,34380,34396,None
10457,2,poster area,40772,40781,sub convention
10458,1,poster area,33959,34218,None
10458,2,sub convention,34302,34309,poster area
10460,1,room,33573,33580,None
10460,2,exhibition hall,33706,33714,room
10460,3,poster area,34385,34392,exhibition hall
10460,4,sub convention,34444,34465,poster area
10460,5,poster area,39601,39609,sub convention
10462,1,sub convention,34281,34295,None
10462,2,poster area,40887,40900,sub convention
10467,1,main convention,33212,33219,None
10467,2,room,37978,37984,main convention
10467,3,main convention,39020,39026,room
10467,4,room,42440,42718,main convention
10469,1,poster area,31614,31623,None
10469,2,exhibition hall,31914,31924,poster area
10469,3,main convention,32697,32716,exhibition hall
10469,4,room,37845,37852,main convention
10469,5,poster area,38481,38491,room
10469,6,sub convention,38581,38647,poster area
10469,7,poster area,40637,41008,sub convention
10473,1,exhibition hall,31145,31151,None
10473,2,main convention,32657,32673,exhibition hall
10473,3,poster area,38492,38501,main convention
10473,4,sub convention,38590,38657,poster area
10473,5,poster area,41092,41104,sub convention
10473,6,main convention,42174,42182,poster area
10474,1,poster area,32062,32398,None
10474,2,main convention,32674,32682,poster area
10474,3,poster area,38328,38339,main convention
10474,4,sub convention,38430,38458,poster area
10474,5,poster area,40858,40869,sub convention
10481,1,main convention,33162,33168,None
10481,2,poster area,38129,38137,main convention
10481,3,sub convention,38176,38197,poster area
10481,4,poster area,40976,40989,sub convention
10483,1,exhibition hall,33373,33381,None
10483,2,poster area,34382,34391,exhibition hall
10483,3,sub convention,34438,34459,poster area
10483,4,poster area,40416,40426,sub convention
10484,1,main convention,35539,35546,None
10484,2,room,38063,38074,main convention
10484,3,poster area,38549,38557,room
10484,4,main convention,39426,39439,poster area
10484,5,poster area,42729,42735,main convention
10487,1,main convention,32946,32955,None
10487,2,poster area,38209,38218,main convention
10487,3,sub convention,38310,38342,poster area
10487,4,poster area,40696,40706,sub convention
10488,1,poster area,32408,32416,None
10488,2,main convention,32825,32845,poster area
10488,3,poster area,38233,38242,main convention
10488,4,sub convention,38279,38309,poster area
10488,5,poster area,40488,40496,sub convention
10492,1,main convention,33162,33171,None
10492,2,exhibition hall,35119,35130,main convention
10494,1,main convention,32958,32984,None
10494,2,poster area,38352,38361,main convention
10494,3,sub convention,38415,38457,poster area
10494,4,poster area,41097,41110,sub convention
10494,5,main convention,41306,41313,poster area
10495,1,poster area,31067,31073,None
10495,2,exhibition hall,31355,31361,poster area
10495,3,room,37858,37866,exhibition hall
10495,4,poster area,39030,39037,room
10495,5,main convention,39528,39535,poster area
10495,6,exhibition hall,41480,41487,main convention
10498,1,poster area,33229,33237,None
10498,2,sub convention,34225,34234,poster area
10498,3,poster area,40323,40331,sub convention
10498,4,rest area,40596,40602,poster area
10500,1,poster area,35140,35146,None
10500,2,main convention,35333,35341,poster area
10500,3,poster area,37299,37307,main convention
10500,4,exhibition hall,38106,38113,poster area
10502,1,room,32449,32468,None
10502,2,main convention,32913,32939,room
10502,3,poster area,38122,38578,main convention
10502,4,room,38645,38654,poster area
10502,5,main convention,39187,39199,room
10508,1,poster area,39427,39434,None
10508,2,main convention,39818,39824,poster area
10508,3,exhibition hall,41428,41434,main convention
10511,1,exhibition hall,31283,31290,None
10511,2,main convention,32698,32705,exhibition hall
10511,3,poster area,35001,35008,main convention
10511,4,sub convention,35035,35070,poster area
10511,5,poster area,38243,38252,sub convention
10512,1,room,32019,32038,None
10512,2,main convention,32700,32707,room
10512,3,room,37842,37848,main convention
10512,4,main convention,39149,39160,room
10513,1,sub convention,34299,34311,None
10513,2,poster area,39049,39058,sub convention
10513,3,sub convention,39367,39409,poster area
10513,4,poster area,40970,40984,sub convention
10514,1,main convention,33208,33215,None
10514,2,poster area,35404,35411,main convention
10514,3,sub convention,35448,35515,poster area
10514,4,poster area,39228,39237,sub convention
10514,5,main convention,39418,39429,poster area
10515,1,poster area,33684,34218,None
10515,2,sub convention,34302,34311,poster area
10515,3,poster area,37815,37821,sub convention
10515,4,sub convention,38361,38399,poster area
10515,5,poster area,41055,41066,sub convention
10516,1,poster area,32452,32459,None
10516,2,main convention,32938,32945,poster area
10516,3,poster area,38412,38420,main convention
10516,4,sub convention,38504,38561,poster area
10516,5,poster area,40834,40845,sub convention
10516,6,main convention,41067,41072,poster area
10517,1,main convention,32669,32687,None
10517,2,poster area,35348,35355,main convention
10517,3,sub convention,35388,35450,poster area
10517,4,poster area,37877,37883,sub convention
10517,5,room,38117,38528,poster area
10517,6,main convention,39290,39306,room
10517,7,exhibition hall,41746,41756,main convention
10517,8,main convention,41949,41961,exhibition hall
10518,1,exhibition hall,31168,31174,None
10518,2,room,37902,37912,exhibition hall
10518,3,main convention,39369,39378,room
10522,1,poster area,32135,32142,None
10522,2,main convention,32624,32642,poster area
10522,3,poster area,38217,38226,main convention
10522,4,sub convention,38299,38316,poster area
10522,5,poster area,40830,40842,sub convention
10522,6,main convention,41013,41019,poster area
10526,1,exhibition hall,31585,31594,None
10526,2,main convention,32630,32646,exhibition hall
10526,3,poster area,38497,38505,main convention
10526,4,sub convention,38556,38620,poster area
10526,5,poster area,40807,40818,sub convention
10526,6,main convention,41020,41026,poster area
10528,1,exhibition hall,31847,31856,None
10528,2,main convention,32613,32631,exhibition hall
10528,3,poster area,38500,38510,main convention
10528,4,sub convention,38612,38681,poster area
10528,5,poster area,40681,40690,sub convention
10528,6,main convention,40873,40879,poster area
10530,1,room,32666,32677,None
10532,1,main convention,33070,33077,None
10532,2,poster area,38444,38452,main convention
10532,3,sub convention,38479,38532,poster area
10532,4,poster area,40791,40801,sub convention
10532,5,main convention,40967,40973,poster area
10537,1,poster area,32888,33678,None
10537,2,sub convention,34231,34241,poster area
10537,3,poster area,40508,40519,sub convention
10538,1,poster area,34199,34208,None
10538,2,sub convention,34238,34247,poster area
10538,3,poster area,40164,40173,sub convention
10539,1,exhibition hall,32108,32119,None
10539,2,main convention,32509,32515,exhibition hall
10539,3,poster area,38124,38132,main convention
10539,4,sub convention,38202,38225,poster area
10539,5,poster area,41179,41193,sub convention
10540,1,poster area,31741,31748,None
10540,2,main convention,32833,32854,poster area
10540,3,exhibition hall,38030,39048,main convention
10540,4,main convention,39100,39109,exhibition hall
10545,1,room,32610,32619,None
10546,1,main convention,35491,35498,None
10546,2,exhibition hall,39673,43148,main convention
10561,1,poster area,31767,31774,None
10561,2,main convention,32830,32850,poster area
10561,3,poster area,37699,37706,main convention
