start_time,end_time,source,target,movement_count
31500,31799,poster area,south stairway (1st floor),1
31500,31799,poster area,toilet 1,66
31500,31799,room 6,room 5,1
31500,31799,south stairway (1st floor),exhibition hall,15
31500,31799,south stairway (1st floor),poster area,1
31500,31799,south stairway (1st floor),south stairway (2nd floor),53
31500,31799,south stairway (2nd floor),room 6,1
31500,31799,south stairway (2nd floor),south stairway (1st floor),17
31500,31799,south stairway (2nd floor),toilet 3,19
31500,31799,toilet 1,exhibition hall,44
31500,31799,toilet 1,poster area,38
31500,31799,toilet 1,south stairway (1st floor),6
31500,31799,toilet 2,exhibition hall,15
31500,31799,toilet 2,poster area,2
31500,31799,toilet 2,south stairway (1st floor),3
31500,31799,toilet 3,south stairway (2nd floor),16
31800,32099,exhibition hall,main convention,1
31800,32099,poster area,exhibition hall,6
31800,32099,poster area,toilet 1,70
31800,32099,room 6,south stairway (2nd floor),11
31800,32099,south stairway (1st floor),exhibition hall,19
31800,32099,south stairway (1st floor),main convention,4
31800,32099,south stairway (1st floor),poster area,2
31800,32099,south stairway (1st floor),south stairway (2nd floor),46
31800,32099,south stairway (1st floor),toilet 2,3
31800,32099,south stairway (2nd floor),room 6,8
31800,32099,south stairway (2nd floor),south stairway (1st floor),25
31800,32099,south stairway (2nd floor),toilet 3,20
31800,32099,toilet 1,exhibition hall,41
31800,32099,toilet 1,poster area,27
31800,32099,toilet 1,south stairway (1st floor),8
31800,32099,toilet 2,exhibition hall,9
31800,32099,toilet 2,poster area,3
31800,32099,toilet 2,south stairway (1st floor),2
31800,32099,toilet 3,south stairway (2nd floor),16
32100,32399,poster area,exhibition hall,8
32100,32399,poster area,south stairway (1st floor),3
32100,32399,poster area,toilet 1,51
32100,32399,room 6,south stairway (2nd floor),2
32100,32399,south stairway (1st floor),exhibition hall,18
32100,32399,south stairway (1st floor),main convention,1
32100,32399,south stairway (1st floor),poster area,3
32100,32399,south stairway (1st floor),south stairway (2nd floor),48
32100,32399,south stairway (1st floor),toilet 2,2
32100,32399,south stairway (2nd floor),room 6,3
32100,32399,south stairway (2nd floor),south stairway (1st floor),22
32100,32399,south stairway (2nd floor),toilet 3,20
32100,32399,toilet 1,exhibition hall,45
32100,32399,toilet 1,poster area,30
32100,32399,toilet 1,south stairway (1st floor),8
32100,32399,toilet 1,toilet 2,1
32100,32399,toilet 2,exhibition hall,7
32100,32399,toilet 2,poster area,5
32100,32399,toilet 2,south stairway (1st floor),4
32100,32399,toilet 3,south stairway (2nd floor),19
32400,32699,exhibition hall,main convention,254
32400,32699,exhibition hall,south stairway (1st floor),37
32400,32699,north stairway (1st floor),main convention,5
32400,32699,poster area,exhibition hall,2
32400,32699,poster area,main convention,29
32400,32699,poster area,north stairway (1st floor),4
32400,32699,poster area,south stairway (1st floor),9
32400,32699,poster area,toilet 1,29
32400,32699,room 2,main convention,29
32400,32699,room 2,north stairway (1st floor),5
32400,32699,room 2,poster area,14
32400,32699,room 2,south stairway (1st floor),3
32400,32699,room 4,main convention,18
32400,32699,room 6,south stairway (2nd floor),5
32400,32699,south stairway (1st floor),exhibition hall,11
32400,32699,south stairway (1st floor),main convention,58
32400,32699,south stairway (1st floor),poster area,4
32400,32699,south stairway (1st floor),south stairway (2nd floor),95
32400,32699,south stairway (2nd floor),room 5,65
32400,32699,south stairway (2nd floor),south stairway (1st floor),156
32400,32699,south stairway (2nd floor),toilet 3,7
32400,32699,toilet 1,exhibition hall,11
32400,32699,toilet 1,main convention,35
32400,32699,toilet 1,poster area,27
32400,32699,toilet 1,south stairway (1st floor),12
32400,32699,toilet 2,exhibition hall,7
32400,32699,toilet 2,main convention,23
32400,32699,toilet 2,poster area,2
32400,32699,toilet 2,south stairway (1st floor),5
32400,32699,toilet 3,room 5,1
32400,32699,toilet 3,south stairway (2nd floor),25
32700,32999,exhibition hall,main convention,347
32700,32999,exhibition hall,south stairway (1st floor),12
32700,32999,north stairway (1st floor),main convention,5
32700,32999,poster area,main convention,91
32700,32999,poster area,south stairway (1st floor),12
32700,32999,room 2,exhibition hall,1
32700,32999,room 2,main convention,102
32700,32999,room 2,north stairway (1st floor),1
32700,32999,room 2,poster area,1
32700,32999,room 3,main convention,1
32700,32999,room 3,south stairway (1st floor),1
32700,32999,room 6,south stairway (2nd floor),1
32700,32999,south stairway (1st floor),exhibition hall,3
32700,32999,south stairway (1st floor),main convention,104
32700,32999,south stairway (1st floor),poster area,1
32700,32999,south stairway (1st floor),south stairway (2nd floor),70
32700,32999,south stairway (2nd floor),room 5,82
32700,32999,south stairway (2nd floor),room 6,1
32700,32999,south stairway (2nd floor),south stairway (1st floor),9
32700,32999,toilet 1,main convention,16
32700,32999,toilet 1,poster area,1
32700,32999,toilet 1,south stairway (1st floor),8
32700,32999,toilet 2,main convention,10
32700,32999,toilet 2,poster area,1
32700,32999,toilet 3,south stairway (2nd floor),2
33000,33299,exhibition hall,main convention,100
33000,33299,poster area,main convention,146
33000,33299,poster area,toilet 1,1
33000,33299,room 2,main convention,115
33000,33299,room 2,poster area,1
33000,33299,south stairway (1st floor),exhibition hall,1
33000,33299,south stairway (1st floor),main convention,49
33000,33299,south stairway (1st floor),south stairway (2nd floor),18
33000,33299,south stairway (2nd floor),room 5,25
33000,33299,south stairway (2nd floor),south stairway (1st floor),1
33000,33299,toilet 1,main convention,67
33000,33299,toilet 2,main convention,8
33300,33599,poster area,main convention,11
33300,33599,poster area,toilet 2,1
33300,33599,room 2,main convention,7
33300,33599,room 2,poster area,1
33300,33599,south stairway (1st floor),exhibition hall,1
33300,33599,south stairway (1st floor),main convention,9
33300,33599,toilet 1,main convention,7
33600,33899,poster area,main convention,1
33600,33899,poster area,room 2,2
33600,33899,poster area,toilet 1,1
33600,33899,room 2,poster area,1
33600,33899,south stairway (1st floor),exhibition hall,1
33600,33899,south stairway (1st floor),south stairway (2nd floor),3
33600,33899,south stairway (2nd floor),south stairway (1st floor),3
33600,33899,south stairway (2nd floor),toilet 3,1
33600,33899,toilet 1,poster area,1
33600,33899,toilet 2,main convention,1
33600,33899,toilet 2,south stairway (1st floor),1
33900,34199,exhibition hall,south stairway (1st floor),1
33900,34199,exhibition hall,toilet 2,1
33900,34199,poster area,exhibition hall,1
33900,34199,poster area,main convention,1
33900,34199,poster area,toilet 1,1
33900,34199,room 2,poster area,2
33900,34199,room 3,exhibition hall,1
33900,34199,south stairway (1st floor),exhibition hall,2
33900,34199,south stairway (1st floor),main convention,1
33900,34199,south stairway (2nd floor),room 5,1
33900,34199,south stairway (2nd floor),south stairway (1st floor),2
33900,34199,toilet 1,exhibition hall,1
33900,34199,toilet 1,poster area,2
33900,34199,toilet 2,poster area,1
33900,34199,toilet 3,south stairway (2nd floor),1
34200,34499,exhibition hall,main convention,1
34200,34499,exhibition hall,poster area,1
34200,34499,exhibition hall,room 3,1
34200,34499,exhibition hall,toilet 1,1
34200,34499,exhibition hall,toilet 2,1
34200,34499,main convention,exhibition hall,1
34200,34499,poster area,exhibition hall,2
34200,34499,poster area,room 4,1
34200,34499,poster area,toilet 1,1
34200,34499,room 2,poster area,2
34200,34499,room 3,exhibition hall,1
34200,34499,south stairway (1st floor),exhibition hall,2
34200,34499,south stairway (1st floor),south stairway (2nd floor),1
34200,34499,toilet 1,poster area,2
34200,34499,toilet 2,exhibition hall,1
34500,34799,exhibition hall,south stairway (1st floor),1
34500,34799,exhibition hall,toilet 2,2
34500,34799,main convention,exhibition hall,6
34500,34799,main convention,south stairway (1st floor),2
34500,34799,main convention,toilet 2,2
34500,34799,poster area,exhibition hall,2
34500,34799,poster area,room 2,3
34500,34799,poster area,toilet 1,6
34500,34799,room 2,poster area,2
34500,34799,room 3,exhibition hall,3
34500,34799,room 3,toilet 2,1
34500,34799,south stairway (1st floor),exhibition hall,1
34500,34799,south stairway (1st floor),south stairway (2nd floor),3
34500,34799,south stairway (2nd floor),rest area,1
34500,34799,south stairway (2nd floor),south stairway (1st floor),1
34500,34799,toilet 1,poster area,1
34500,34799,toilet 1,room 3,1
34500,34799,toilet 2,exhibition hall,2
34500,34799,toilet 2,poster area,1
34500,34799,toilet 2,south stairway (1st floor),1
34800,35099,exhibition hall,south stairway (1st floor),2
34800,35099,exhibition hall,toilet 2,2
34800,35099,main convention,exhibition hall,37
34800,35099,main convention,north stairway (1st floor),4
34800,35099,main convention,poster area,9
34800,35099,main convention,room 2,1
34800,35099,main convention,room 3,3
34800,35099,main convention,room 4,1
34800,35099,main convention,south stairway (1st floor),16
34800,35099,main convention,toilet 1,2
34800,35099,main convention,toilet 2,43
34800,35099,north stairway (1st floor),north stairway (2nd floor),3
34800,35099,north stairway (2nd floor),toilet 3,1
34800,35099,poster area,exhibition hall,3
34800,35099,poster area,south stairway (1st floor),2
34800,35099,poster area,toilet 1,2
34800,35099,room 3,exhibition hall,4
34800,35099,south stairway (1st floor),exhibition hall,2
34800,35099,south stairway (1st floor),south stairway (2nd floor),21
34800,35099,south stairway (2nd floor),south stairway (1st floor),2
34800,35099,south stairway (2nd floor),toilet 3,7
34800,35099,toilet 1,exhibition hall,1
34800,35099,toilet 1,poster area,7
34800,35099,toilet 2,exhibition hall,4
34800,35099,toilet 2,room 2,1
34800,35099,toilet 2,south stairway (1st floor),1
34800,35099,toilet 3,south stairway (2nd floor),2
35100,35399,exhibition hall,main convention,118
35100,35399,exhibition hall,poster area,1
35100,35399,exhibition hall,toilet 2,2
35100,35399,main convention,exhibition hall,98
35100,35399,main convention,poster area,28
35100,35399,main convention,room 2,4
35100,35399,main convention,room 3,9
35100,35399,main convention,room 4,5
35100,35399,main convention,south stairway (1st floor),41
35100,35399,main convention,toilet 1,19
35100,35399,main convention,toilet 2,132
35100,35399,north stairway (1st floor),main convention,4
35100,35399,north stairway (1st floor),north stairway (2nd floor),1
35100,35399,north stairway (2nd floor),north stairway (1st floor),4
35100,35399,north stairway (2nd floor),toilet 3,2
35100,35399,poster area,exhibition hall,2
35100,35399,poster area,main convention,37
35100,35399,poster area,north stairway (1st floor),1
35100,35399,poster area,room 2,1
35100,35399,poster area,toilet 1,3
35100,35399,rest area,south stairway (2nd floor),1
35100,35399,room 2,main convention,10
35100,35399,room 2,poster area,1
35100,35399,room 3,exhibition hall,7
35100,35399,room 3,main convention,7
35100,35399,room 4,main convention,9
35100,35399,south stairway (1st floor),exhibition hall,4
35100,35399,south stairway (1st floor),main convention,15
35100,35399,south stairway (1st floor),poster area,2
35100,35399,south stairway (1st floor),south stairway (2nd floor),42
35100,35399,south stairway (2nd floor),south stairway (1st floor),27
35100,35399,south stairway (2nd floor),toilet 3,25
35100,35399,toilet 1,main convention,5
35100,35399,toilet 1,poster area,1
35100,35399,toilet 1,south stairway (1st floor),1
35100,35399,toilet 2,exhibition hall,6
35100,35399,toilet 2,main convention,102
35100,35399,toilet 2,poster area,4
35100,35399,toilet 2,south stairway (1st floor),2
35100,35399,toilet 3,north stairway (2nd floor),3
35100,35399,toilet 3,south stairway (2nd floor),12
35400,35699,exhibition hall,main convention,54
35400,35699,exhibition hall,poster area,2
35400,35699,exhibition hall,south stairway (1st floor),1
35400,35699,main convention,exhibition hall,7
35400,35699,main convention,poster area,7
35400,35699,main convention,room 2,1
35400,35699,main convention,room 4,1
35400,35699,main convention,south stairway (1st floor),3
35400,35699,main convention,toilet 1,5
35400,35699,north stairway (1st floor),main convention,1
35400,35699,poster area,main convention,34
35400,35699,poster area,south stairway (1st floor),1
35400,35699,poster area,toilet 1,3
35400,35699,room 2,main convention,5
35400,35699,room 3,exhibition hall,4
35400,35699,room 3,south stairway (1st floor),1
35400,35699,room 4,main convention,2
35400,35699,south stairway (1st floor),main convention,41
35400,35699,south stairway (1st floor),south stairway (2nd floor),8
35400,35699,south stairway (2nd floor),south stairway (1st floor),33
35400,35699,south stairway (2nd floor),toilet 3,8
35400,35699,toilet 1,exhibition hall,1
35400,35699,toilet 1,main convention,13
35400,35699,toilet 1,poster area,10
35400,35699,toilet 2,main convention,62
35400,35699,toilet 2,room 3,1
35400,35699,toilet 3,south stairway (2nd floor),23
35700,35999,exhibition hall,toilet 2,1
35700,35999,poster area,exhibition hall,2
35700,35999,poster area,main convention,10
35700,35999,poster area,toilet 1,3
35700,35999,room 3,exhibition hall,3
35700,35999,south stairway (1st floor),exhibition hall,3
35700,35999,south stairway (1st floor),main convention,8
35700,35999,south stairway (1st floor),south stairway (2nd floor),1
35700,35999,south stairway (2nd floor),south stairway (1st floor),4
35700,35999,toilet 1,main convention,2
35700,35999,toilet 1,poster area,2
35700,35999,toilet 1,room 3,1
35700,35999,toilet 1,south stairway (1st floor),1
35700,35999,toilet 2,exhibition hall,1
35700,35999,toilet 2,main convention,1
35700,35999,toilet 3,south stairway (2nd floor),3
36000,36299,exhibition hall,main convention,2
36000,36299,exhibition hall,south stairway (1st floor),1
36000,36299,poster area,main convention,1
36000,36299,poster area,room 2,1
36000,36299,room 3,poster area,1
36000,36299,south stairway (1st floor),exhibition hall,2
36000,36299,south stairway (1st floor),south stairway (2nd floor),1
36000,36299,south stairway (2nd floor),south stairway (1st floor),8
36000,36299,toilet 1,exhibition hall,1
36000,36299,toilet 1,poster area,3
36000,36299,toilet 2,south stairway (1st floor),1
36300,36599,exhibition hall,main convention,3
36300,36599,exhibition hall,poster area,7
36300,36599,exhibition hall,south stairway (1st floor),8
36300,36599,poster area,exhibition hall,7
36300,36599,poster area,room 3,1
36300,36599,poster area,south stairway (1st floor),3
36300,36599,poster area,toilet 1,11
36300,36599,room 3,exhibition hall,3
36300,36599,room 3,south stairway (1st floor),1
36300,36599,room 4,toilet 2,1
36300,36599,south stairway (1st floor),exhibition hall,7
36300,36599,south stairway (1st floor),poster area,2
36300,36599,south stairway (1st floor),room 3,1
36300,36599,south stairway (1st floor),south stairway (2nd floor),15
36300,36599,south stairway (2nd floor),south stairway (1st floor),2
36300,36599,south stairway (2nd floor),toilet 3,6
36300,36599,toilet 1,exhibition hall,1
36300,36599,toilet 1,poster area,7
36300,36599,toilet 3,south stairway (2nd floor),1
36600,36899,poster area,exhibition hall,6
36600,36899,poster area,main convention,1
36600,36899,poster area,south stairway (1st floor),2
36600,36899,poster area,toilet 1,2
36600,36899,poster area,toilet 2,1
36600,36899,room 3,exhibition hall,3
36600,36899,south stairway (1st floor),exhibition hall,6
36600,36899,south stairway (1st floor),poster area,1
36600,36899,south stairway (1st floor),south stairway (2nd floor),3
36600,36899,south stairway (1st floor),toilet 2,1
36600,36899,south stairway (2nd floor),rest area,1
36600,36899,south stairway (2nd floor),south stairway (1st floor),6
36600,36899,south stairway (2nd floor),toilet 3,3
36600,36899,toilet 1,exhibition hall,2
36600,36899,toilet 1,poster area,4
36600,36899,toilet 1,room 3,1
36600,36899,toilet 2,main convention,1
36600,36899,toilet 2,south stairway (1st floor),1
36600,36899,toilet 3,south stairway (2nd floor),5
36900,37199,exhibition hall,south stairway (1st floor),2
36900,37199,exhibition hall,toilet 2,4
36900,37199,poster area,exhibition hall,4
36900,37199,room 3,toilet 1,1
36900,37199,south stairway (1st floor),exhibition hall,3
36900,37199,south stairway (1st floor),poster area,1
36900,37199,south stairway (1st floor),south stairway (2nd floor),2
36900,37199,south stairway (2nd floor),rest area,2
36900,37199,south stairway (2nd floor),south stairway (1st floor),4
36900,37199,toilet 1,exhibition hall,1
36900,37199,toilet 1,poster area,2
36900,37199,toilet 2,exhibition hall,2
36900,37199,toilet 2,main convention,1
36900,37199,toilet 3,south stairway (2nd floor),1
37200,37499,exhibition hall,south stairway (1st floor),3
37200,37499,exhibition hall,toilet 1,1
37200,37499,exhibition hall,toilet 2,1
37200,37499,main convention,exhibition hall,2
37200,37499,main convention,room 2,1
37200,37499,main convention,toilet 1,1
37200,37499,main convention,toilet 2,11
37200,37499,poster area,exhibition hall,1
37200,37499,poster area,toilet 1,1
37200,37499,rest area,south stairway (2nd floor),1
37200,37499,room 3,south stairway (1st floor),1
37200,37499,south stairway (1st floor),south stairway (2nd floor),5
37200,37499,south stairway (2nd floor),rest area,2
37200,37499,south stairway (2nd floor),south stairway (1st floor),1
37200,37499,toilet 1,poster area,1
37200,37499,toilet 2,exhibition hall,2
37200,37499,toilet 2,room 3,1
37200,37499,toilet 2,south stairway (1st floor),1
37500,37799,exhibition hall,south stairway (1st floor),5
37500,37799,exhibition hall,toilet 2,6
37500,37799,main convention,exhibition hall,33
37500,37799,main convention,north stairway (1st floor),5
37500,37799,main convention,poster area,6
37500,37799,main convention,room 3,1
37500,37799,main convention,room 4,1
37500,37799,main convention,south stairway (1st floor),10
37500,37799,main convention,toilet 1,8
37500,37799,main convention,toilet 2,74
37500,37799,north stairway (1st floor),north stairway (2nd floor),3
37500,37799,north stairway (1st floor),poster area,1
37500,37799,north stairway (2nd floor),toilet 3,3
37500,37799,poster area,toilet 1,3
37500,37799,room 2,poster area,1
37500,37799,south stairway (1st floor),south stairway (2nd floor),18
37500,37799,south stairway (2nd floor),rest area,1
37500,37799,south stairway (2nd floor),south stairway (1st floor),2
37500,37799,south stairway (2nd floor),toilet 3,3
37500,37799,toilet 1,poster area,6
37500,37799,toilet 2,exhibition hall,10
37500,37799,toilet 2,south stairway (1st floor),4
37500,37799,toilet 3,south stairway (2nd floor),2
37800,38099,exhibition hall,poster area,5
37800,38099,exhibition hall,room 3,22
37800,38099,exhibition hall,south stairway (1st floor),6
37800,38099,main convention,exhibition hall,88
37800,38099,main convention,north stairway (1st floor),16
37800,38099,main convention,poster area,17
37800,38099,main convention,room 2,4
37800,38099,main convention,room 3,127
37800,38099,main convention,room 4,7
37800,38099,main convention,south stairway (1st floor),68
37800,38099,main convention,toilet 1,36
37800,38099,main convention,toilet 2,327
37800,38099,north stairway (1st floor),main convention,1
37800,38099,north stairway (1st floor),north stairway (2nd floor),14
37800,38099,north stairway (1st floor),poster area,1
37800,38099,north stairway (1st floor),room 2,1
37800,38099,north stairway (1st floor),toilet 1,2
37800,38099,north stairway (2nd floor),north stairway (1st floor),3
37800,38099,north stairway (2nd floor),toilet 3,8
37800,38099,poster area,exhibition hall,13
37800,38099,poster area,room 2,1
37800,38099,poster area,room 3,7
37800,38099,poster area,south stairway (1st floor),1
37800,38099,poster area,toilet 1,5
37800,38099,rest area,south stairway (2nd floor),3
37800,38099,room 2,poster area,1
37800,38099,room 2,room 3,1
37800,38099,room 2,toilet 1,1
37800,38099,room 3,exhibition hall,6
37800,38099,room 4,room 3,1
37800,38099,room 5,south stairway (2nd floor),56
37800,38099,south stairway (1st floor),exhibition hall,17
37800,38099,south stairway (1st floor),room 3,27
37800,38099,south stairway (1st floor),south stairway (2nd floor),71
37800,38099,south stairway (2nd floor),rest area,6
37800,38099,south stairway (2nd floor),south stairway (1st floor),78
37800,38099,south stairway (2nd floor),toilet 3,32
37800,38099,toilet 1,poster area,17
37800,38099,toilet 1,room 3,1
37800,38099,toilet 2,exhibition hall,16
37800,38099,toilet 2,poster area,6
37800,38099,toilet 2,room 3,90
37800,38099,toilet 2,south stairway (1st floor),5
37800,38099,toilet 3,north stairway (2nd floor),3
37800,38099,toilet 3,rest area,2
37800,38099,toilet 3,south stairway (2nd floor),6
38100,38399,exhibition hall,room 3,12
38100,38399,exhibition hall,south stairway (1st floor),3
38100,38399,exhibition hall,toilet 1,2
38100,38399,exhibition hall,toilet 2,18
38100,38399,main convention,exhibition hall,19
38100,38399,main convention,north stairway (1st floor),25
38100,38399,main convention,poster area,23
38100,38399,main convention,room 2,4
38100,38399,main convention,room 3,193
38100,38399,main convention,room 4,8
38100,38399,main convention,south stairway (1st floor),189
38100,38399,main convention,toilet 1,120
38100,38399,main convention,toilet 2,471
38100,38399,north stairway (1st floor),north stairway (2nd floor),21
38100,38399,north stairway (1st floor),poster area,2
38100,38399,north stairway (1st floor),room 2,2
38100,38399,north stairway (1st floor),toilet 1,4
38100,38399,north stairway (2nd floor),north stairway (1st floor),23
38100,38399,north stairway (2nd floor),toilet 3,27
38100,38399,poster area,room 2,3
38100,38399,poster area,room 3,3
38100,38399,poster area,south stairway (1st floor),3
38100,38399,poster area,toilet 1,16
38100,38399,room 2,exhibition hall,1
38100,38399,room 2,poster area,4
38100,38399,room 3,exhibition hall,10
38100,38399,room 3,south stairway (1st floor),2
38100,38399,room 3,toilet 2,1
38100,38399,room 4,room 3,1
38100,38399,south stairway (1st floor),exhibition hall,3
38100,38399,south stairway (1st floor),poster area,4
38100,38399,south stairway (1st floor),room 3,41
38100,38399,south stairway (1st floor),south stairway (2nd floor),207
38100,38399,south stairway (1st floor),toilet 1,2
38100,38399,south stairway (1st floor),toilet 2,1
38100,38399,south stairway (2nd floor),rest area,3
38100,38399,south stairway (2nd floor),south stairway (1st floor),19
38100,38399,south stairway (2nd floor),toilet 3,133
38100,38399,toilet 1,exhibition hall,1
38100,38399,toilet 1,poster area,52
38100,38399,toilet 1,room 2,8
38100,38399,toilet 1,south stairway (1st floor),1
38100,38399,toilet 2,exhibition hall,50
38100,38399,toilet 2,poster area,13
38100,38399,toilet 2,room 2,5
38100,38399,toilet 2,room 3,104
38100,38399,toilet 2,south stairway (1st floor),11
38100,38399,toilet 3,north stairway (2nd floor),26
38100,38399,toilet 3,rest area,27
38100,38399,toilet 3,south stairway (2nd floor),19
38400,38699,exhibition hall,poster area,2
38400,38699,exhibition hall,south stairway (1st floor),4
38400,38699,exhibition hall,toilet 1,2
38400,38699,exhibition hall,toilet 2,4
38400,38699,main convention,exhibition hall,1
38400,38699,main convention,poster area,8
38400,38699,main convention,room 3,20
38400,38699,main convention,room 4,4
38400,38699,main convention,south stairway (1st floor),1
38400,38699,main convention,toilet 1,50
38400,38699,main convention,toilet 2,432
38400,38699,north stairway (1st floor),poster area,4
38400,38699,north stairway (1st floor),room 2,23
38400,38699,north stairway (2nd floor),north stairway (1st floor),9
38400,38699,poster area,exhibition hall,1
38400,38699,poster area,room 2,7
38400,38699,poster area,room 3,1
38400,38699,poster area,south stairway (1st floor),3
38400,38699,poster area,toilet 1,16
38400,38699,rest area,toilet 3,1
38400,38699,room 2,poster area,20
38400,38699,room 3,exhibition hall,72
38400,38699,room 3,poster area,6
38400,38699,room 3,south stairway (1st floor),31
38400,38699,room 3,toilet 1,1
38400,38699,room 3,toilet 2,11
38400,38699,south stairway (1st floor),exhibition hall,5
38400,38699,south stairway (1st floor),poster area,1
38400,38699,south stairway (1st floor),room 3,7
38400,38699,south stairway (1st floor),south stairway (2nd floor),64
38400,38699,south stairway (1st floor),toilet 1,1
38400,38699,south stairway (2nd floor),rest area,20
38400,38699,south stairway (2nd floor),room 5,1
38400,38699,south stairway (2nd floor),south stairway (1st floor),19
38400,38699,south stairway (2nd floor),toilet 3,99
38400,38699,toilet 1,exhibition hall,1
38400,38699,toilet 1,poster area,100
38400,38699,toilet 1,room 2,10
38400,38699,toilet 1,room 3,2
38400,38699,toilet 1,south stairway (1st floor),4
38400,38699,toilet 1,toilet 2,1
38400,38699,toilet 2,exhibition hall,111
38400,38699,toilet 2,poster area,32
38400,38699,toilet 2,room 2,5
38400,38699,toilet 2,room 3,55
38400,38699,toilet 2,room 4,1
38400,38699,toilet 2,south stairway (1st floor),21
38400,38699,toilet 2,toilet 1,3
38400,38699,toilet 3,north stairway (2nd floor),6
38400,38699,toilet 3,rest area,122
38400,38699,toilet 3,south stairway (2nd floor),19
38700,38999,exhibition hall,south stairway (1st floor),3
38700,38999,exhibition hall,toilet 2,2
38700,38999,main convention,north stairway (1st floor),2
38700,38999,main convention,poster area,2
38700,38999,main convention,room 2,1
38700,38999,main convention,toilet 2,114
38700,38999,north stairway (1st floor),north stairway (2nd floor),2
38700,38999,north stairway (1st floor),room 2,4
38700,38999,north stairway (2nd floor),north stairway (1st floor),3
38700,38999,north stairway (2nd floor),toilet 3,1
38700,38999,poster area,exhibition hall,8
38700,38999,poster area,room 2,11
38700,38999,poster area,room 3,1
38700,38999,poster area,south stairway (1st floor),29
38700,38999,poster area,toilet 1,13
38700,38999,rest area,south stairway (2nd floor),1
38700,38999,room 2,poster area,13
38700,38999,room 3,exhibition hall,172
38700,38999,room 3,main convention,4
38700,38999,room 3,poster area,19
38700,38999,room 3,room 2,4
38700,38999,room 3,south stairway (1st floor),108
38700,38999,room 3,toilet 1,17
38700,38999,room 3,toilet 2,145
38700,38999,south stairway (1st floor),exhibition hall,6
38700,38999,south stairway (1st floor),poster area,1
38700,38999,south stairway (1st floor),room 3,1
38700,38999,south stairway (1st floor),south stairway (2nd floor),160
38700,38999,south stairway (1st floor),toilet 1,3
38700,38999,south stairway (1st floor),toilet 2,4
38700,38999,south stairway (2nd floor),rest area,49
38700,38999,south stairway (2nd floor),room 5,28
38700,38999,south stairway (2nd floor),south stairway (1st floor),11
38700,38999,south stairway (2nd floor),toilet 3,23
38700,38999,toilet 1,exhibition hall,2
38700,38999,toilet 1,poster area,33
38700,38999,toilet 1,south stairway (1st floor),7
