id,area_index,category,time,time_end,previous_category
10022,2,main convention,32684,32692,poster area
10022,3,rest area,38589,38599,main convention
10022,4,main convention,39571,39593,rest area
10023,1,sub convention,50842,50869,None
10023,2,poster area,57418,57429,sub convention
10023,3,rest area,58274,58302,poster area
10023,4,room,59065,59308,rest area
10023,5,poster area,59820,59828,room
10023,6,sub convention,59851,62588,poster area
10023,7,poster area,62603,62613,sub convention
10026,1,main convention,31286,31296,None
10026,2,exhibition hall,32320,32328,main convention
10026,3,main convention,32597,32613,exhibition hall
10026,4,room,38237,38284,main convention
10026,5,rest area,38911,38925,room
10026,6,main convention,39496,39517,rest area
10026,7,restaurant,44697,44709,main convention
10027,1,main convention,31215,31237,None
10027,2,room,38198,38243,main convention
10027,3,exhibition hall,39114,39252,room
10027,4,main convention,39771,39796,exhibition hall
10027,5,restaurant,43819,43834,main convention
10037,1,room,32874,43228,None
10037,2,restaurant,43267,43276,room
10037,3,room,44251,44258,restaurant
10041,1,room,32561,32572,None
10041,2,restaurant,43278,43289,room
10041,3,room,44487,44497,restaurant
10045,1,main convention,31788,31795,None
10045,2,exhibition hall,32626,32636,main convention
10045,3,main convention,32839,32847,exhibition hall
10046,1,room,32605,32619,None
10046,2,restaurant,43356,43373,room
10046,3,rest area,51071,51078,restaurant
10046,4,room,51148,51163,rest area
10046,5,poster area,59581,59590,room
10049,1,main convention,35506,35515,None
10049,2,exhibition hall,38162,38175,main convention
10049,3,main convention,39350,39368,exhibition hall
10049,4,restaurant,44196,44207,main convention
10051,1,poster area,30214,30221,None
10051,2,main convention,31075,31100,poster area
10051,3,poster area,37990,38058,main convention
10051,4,rest area,38563,38574,poster area
10051,5,main convention,39453,39464,rest area
10051,6,restaurant,44033,44045,main convention
10053,1,main convention,35509,35518,None
10053,2,exhibition hall,38081,38094,main convention
10053,3,main convention,39471,39490,exhibition hall
10056,1,main convention,31676,31683,None
10056,2,exhibition hall,37945,37964,main convention
10056,3,main convention,39512,39520,exhibition hall
10056,4,restaurant,44013,44028,main convention
10058,1,main convention,31208,31231,None
10058,2,rest area,38737,38747,main convention
10058,3,main convention,39891,39920,rest area
10058,4,restaurant,45233,45254,main convention
10058,5,rest area,47474,47500,restaurant
10058,6,poster area,50626,50634,rest area
10058,7,sub convention,50661,50679,poster area
10058,8,poster area,56819,56829,sub convention
10058,9,rest area,58434,58538,poster area
10058,10,room,58749,59198,rest area
10058,11,rest area,59350,59369,room
10058,12,poster area,59816,59826,rest area
10058,13,sub convention,59853,59867,poster area
10058,14,poster area,62543,62553,sub convention
10062,1,poster area,50194,50205,None
10062,2,sub convention,50458,50465,poster area
10062,3,poster area,56691,56700,sub convention
10062,4,rest area,57003,57015,poster area
10062,5,room,59179,59323,rest area
10062,6,sub convention,59502,62438,room
10062,7,poster area,62447,62454,sub convention
10070,1,exhibition hall,38016,38037,None
10077,1,poster area,29337,29343,None
10077,2,main convention,31133,31142,poster area
10077,3,poster area,39089,39098,main convention
10077,4,main convention,39693,39719,poster area
10078,1,poster area,50245,50256,None
10078,2,sub convention,50443,50449,poster area
10078,3,poster area,56979,56989,sub convention
10078,4,rest area,57274,57288,poster area
10078,5,room,59009,59118,rest area
10078,6,poster area,59567,59628,room
10078,7,sub convention,59649,59659,poster area
10078,8,poster area,62691,62699,sub convention
10080,1,poster area,50673,50680,None
10080,2,sub convention,50713,57308,poster area
10080,3,poster area,58560,58569,sub convention
10080,4,room,58625,58655,poster area
10080,5,poster area,59933,59939,room
10080,6,sub convention,59958,59973,poster area
10080,7,poster area,62650,62657,sub convention
10082,1,exhibition hall,30525,30547,None
10082,2,main convention,31015,31037,exhibition hall
10082,3,room,38338,38390,main convention
10082,4,main convention,39151,39159,room
10083,1,main convention,34130,34137,None
10083,2,exhibition hall,38043,38063,main convention
10083,3,main convention,39692,39701,exhibition hall
10083,4,restaurant,44465,44477,main convention
10083,5,rest area,45698,45711,restaurant
10083,6,sub convention,50714,50736,rest area
10083,7,poster area,56335,56344,sub convention
10083,8,exhibition hall,58205,58214,poster area
10083,9,room,58843,58925,exhibition hall
10083,10,rest area,59838,59864,room
10084,1,exhibition hall,30610,30623,None
10084,2,main convention,30962,30969,exhibition hall
10084,3,poster area,38255,38261,main convention
10084,4,room,38413,38459,poster area
10084,5,rest area,39148,39191,room
10084,6,main convention,39672,39683,rest area
10084,7,restaurant,43866,43881,main convention
10085,1,poster area,31982,31989,None
10085,2,exhibition hall,32373,32385,poster area
10085,3,main convention,32540,32547,exhibition hall
10085,4,exhibition hall,35224,35237,main convention
10085,5,main convention,35428,35443,exhibition hall
10085,6,exhibition hall,38375,38388,main convention
10085,7,main convention,39341,39359,exhibition hall
10085,8,exhibition hall,44304,44311,main convention
10085,9,rest area,46763,46788,exhibition hall
10085,10,exhibition hall,49049,49058,rest area
10085,11,sub convention,50762,50780,exhibition hall
10085,12,poster area,56303,56312,sub convention
10085,13,rest area,56836,56846,poster area
10085,14,exhibition hall,59083,59090,rest area
10085,15,poster area,59563,59572,exhibition hall
10085,16,sub convention,59585,59599,poster area
10085,17,poster area,62182,62188,sub convention
10087,1,poster area,35359,35366,None
10087,2,exhibition hall,35741,36068,poster area
10087,3,poster area,36404,37808,exhibition hall
10087,4,exhibition hall,37999,38013,poster area
10090,1,room,32851,32865,None
10090,2,restaurant,43257,43266,room
10090,3,room,44931,44944,restaurant
10091,1,poster area,50237,50768,None
10091,2,sub convention,51366,55408,poster area
10091,3,poster area,55416,55422,sub convention
10091,4,sub convention,55708,55719,poster area
10091,5,poster area,58148,58160,sub convention
10091,6,rest area,58473,58506,poster area
10092,1,sub convention,50887,54208,None
10092,2,poster area,54239,54898,sub convention
10092,3,sub convention,54989,54999,poster area
10092,4,poster area,59019,59026,sub convention
10092,5,sub convention,59468,59477,poster area
10092,6,poster area,62719,62729,sub convention
10094,1,poster area,30135,30143,None
10094,2,main convention,31132,31140,poster area
10094,3,room,38172,38216,main convention
10094,4,exhibition hall,39021,39061,room
10094,5,main convention,39661,39669,exhibition hall
10094,6,restaurant,44726,44741,main convention
10097,1,room,36480,36618,None
10097,2,exhibition hall,36700,36708,room
10098,1,exhibition hall,49534,49542,None
10098,2,poster area,50711,50718,exhibition hall
10098,3,sub convention,50744,50763,poster area
10098,4,poster area,58647,58654,sub convention
10098,5,exhibition hall,59330,59337,poster area
10098,6,poster area,59466,59475,exhibition hall
10098,7,sub convention,59543,59552,poster area
10098,8,poster area,62658,62664,sub convention
10101,1,exhibition hall,32368,32379,None
10101,2,main convention,32562,32578,exhibition hall
10101,3,exhibition hall,37921,37936,main convention
10101,4,room,38143,38191,exhibition hall
10101,5,main convention,39577,39600,room
10101,6,restaurant,44252,44269,main convention
10107,1,poster area,29681,29688,None
10107,2,main convention,30893,30902,poster area
10107,3,room,38004,38026,main convention
10107,4,poster area,38813,38824,room
10107,5,main convention,39397,39406,poster area
10107,6,restaurant,44663,44686,main convention
10107,7,poster area,45527,45532,restaurant
10107,8,rest area,46465,46491,poster area
10107,9,poster area,50659,50672,rest area
10107,10,sub convention,50742,50755,poster area
10107,11,poster area,56334,56345,sub convention
10107,12,exhibition hall,57140,57147,poster area
10107,13,room,58886,58971,exhibition hall
10107,14,rest area,59714,59735,room
10111,1,room,30888,30897,None
10111,2,main convention,31164,31189,room
10111,3,room,38404,38412,main convention
10111,4,main convention,39306,39320,room
10111,5,restaurant,44537,44548,main convention
10111,6,room,45726,45734,restaurant
10111,7,poster area,45819,45825,room
10111,8,room,46567,46579,poster area
10111,9,poster area,51133,51139,room
10111,10,sub convention,51170,51191,poster area
10111,11,poster area,56867,56876,sub convention
10111,12,sub convention,57566,57584,poster area
10111,13,poster area,58603,58611,sub convention
10111,14,room,58664,58671,poster area
10115,1,main convention,31206,31212,None
10115,2,exhibition hall,38098,38109,main convention
10115,3,main convention,39156,39163,exhibition hall
10115,4,restaurant,45167,45201,main convention
10115,5,rest area,47276,47300,restaurant
10115,6,poster area,50704,50712,rest area
10115,7,sub convention,50757,56948,poster area
10115,8,poster area,56982,56992,sub convention
10115,9,rest area,57710,57730,poster area
10115,10,room,59073,59190,rest area
10115,11,poster area,59494,59502,room
10115,12,sub convention,59564,59577,poster area
10117,1,poster area,30403,30412,None
10117,2,exhibition hall,30629,30640,poster area
10117,3,main convention,31024,31032,exhibition hall
10117,4,exhibition hall,38652,38669,main convention
10117,5,main convention,39626,39633,exhibition hall
10117,6,restaurant,45196,45218,main convention
10117,7,rest area,46686,46713,restaurant
10117,8,poster area,50627,50639,rest area
10117,9,sub convention,50652,57558,poster area
10117,10,poster area,58517,58528,sub convention
10117,11,room,58540,58546,poster area
10117,12,poster area,59296,59304,room
10117,13,sub convention,59516,62538,poster area
10117,14,poster area,62553,62563,sub convention
10121,1,poster area,31375,31381,None
10121,2,exhibition hall,31609,31617,poster area
10121,3,room,32595,43218,exhibition hall
10121,4,restaurant,43259,43268,room
10121,5,room,45073,45086,restaurant
10123,1,main convention,31097,31122,None
10123,2,exhibition hall,32404,32423,main convention
10123,3,main convention,32649,32664,exhibition hall
10123,4,poster area,39000,39008,main convention
10123,5,main convention,39441,39452,poster area
10126,1,poster area,52927,52933,None
10126,2,room,53305,53311,poster area
10126,3,poster area,54371,54378,room
10126,4,exhibition hall,54982,54989,poster area
10127,1,main convention,30943,30962,None
10127,2,restaurant,45240,45274,main convention
10127,3,poster area,46916,46922,restaurant
10127,4,rest area,48247,48273,poster area
10127,5,poster area,50764,50772,rest area
10127,6,sub convention,50795,50822,poster area
10127,7,poster area,57761,57774,sub convention
10127,8,exhibition hall,58113,58122,poster area
10127,9,room,58778,58846,exhibition hall
10127,10,poster area,59365,59374,room
10127,11,rest area,59592,59610,poster area
10127,12,poster area,59883,59893,rest area
10127,13,sub convention,59929,62638,poster area
10127,14,poster area,62655,62664,sub convention
10134,1,poster area,29617,29623,None
10134,2,exhibition hall,29738,29745,poster area
10134,3,main convention,30803,30818,exhibition hall
10134,4,room,38080,38107,main convention
10134,5,exhibition hall,38876,38903,room
10134,6,main convention,39472,39492,exhibition hall
10134,7,restaurant,43594,43606,main convention
10135,1,poster area,50403,50411,None
10135,2,sub convention,50468,50478,poster area
10135,3,poster area,53815,53822,sub convention
10135,4,exhibition hall,53932,53942,poster area
10135,5,poster area,55021,55028,exhibition hall
10135,6,sub convention,55050,55057,poster area
10135,7,poster area,58300,58310,sub convention
10135,8,room,58932,59268,poster area
10135,9,poster area,59300,59388,room
10135,10,sub convention,59467,59477,poster area
10135,11,poster area,62351,62357,sub convention
10136,1,exhibition hall,29845,29856,None
10136,2,main convention,30698,30710,exhibition hall
10136,3,restaurant,44987,45021,main convention
10136,4,exhibition hall,46596,46603,restaurant
10136,5,rest area,48941,51118,exhibition hall
10136,6,poster area,51232,51239,rest area
10136,7,sub convention,51249,51273,poster area
10136,8,poster area,57462,57474,sub convention
10136,9,exhibition hall,58318,58327,poster area
10136,10,room,58715,59128,exhibition hall
10136,11,rest area,59296,59313,room
10136,12,poster area,61866,61872,rest area
10143,1,main convention,31043,31065,None
10143,2,exhibition hall,32552,32562,main convention
10143,3,main convention,32737,32746,exhibition hall
10143,4,room,38284,38330,main convention
10143,5,rest area,38982,38995,room
10143,6,main convention,39760,39787,rest area
10145,1,poster area,30204,30212,None
10145,2,exhibition hall,30732,30740,poster area
10145,3,main convention,31065,31090,exhibition hall
10145,4,exhibition hall,38631,38649,main convention
10145,5,main convention,39530,39549,exhibition hall
10145,6,restaurant,45096,45130,main convention
10145,7,rest area,46857,46882,restaurant
10145,8,poster area,50685,50694,rest area
10145,9,sub convention,50737,50761,poster area
10145,10,poster area,57646,57658,sub convention
10145,11,room,58592,58614,poster area
10145,12,poster area,59602,59610,room
10145,13,sub convention,59635,59645,poster area
10145,14,poster area,62704,62714,sub convention
10146,1,exhibition hall,35195,35202,None
10146,2,poster area,38240,38247,exhibition hall
10148,1,exhibition hall,52854,52861,None
10150,1,main convention,31244,31251,None
10150,2,exhibition hall,39080,39189,main convention
10150,3,main convention,39754,39781,exhibition hall
10150,4,restaurant,45005,45025,main convention
10150,5,rest area,47281,47307,restaurant
10150,6,poster area,52100,52106,rest area
10150,7,sub convention,52115,52142,poster area
10150,8,poster area,56416,56424,sub convention
10150,9,room,58640,58675,poster area
10150,10,rest area,59798,59824,room
10151,1,main convention,36008,36014,None
10151,2,poster area,38336,38344,main convention
10151,3,main convention,39229,39243,poster area
10151,4,restaurant,44462,44473,main convention
10152,1,exhibition hall,30476,30498,None
10152,2,main convention,32706,32717,exhibition hall
10152,3,exhibition hall,34636,34643,main convention
10152,4,main convention,36549,36556,exhibition hall
10152,5,room,38033,38608,main convention
10152,6,poster area,38838,38846,room
10152,7,main convention,39940,39967,poster area
10160,1,poster area,30579,30588,None
10160,2,main convention,31121,31147,poster area
10160,3,exhibition hall,39023,39063,main convention
10160,4,main convention,39724,39750,exhibition hall
10160,5,restaurant,44588,44610,main convention
10162,1,poster area,30144,30152,None
10162,2,main convention,30594,30600,poster area
10162,3,rest area,38558,38568,main convention
10162,4,main convention,39737,39763,rest area
10162,5,restaurant,45193,45227,main convention
10162,6,poster area,46233,46240,restaurant
10162,7,rest area,47343,47367,poster area
10162,8,poster area,50728,50736,rest area
10162,9,sub convention,50806,50822,poster area
10162,10,poster area,56679,56688,sub convention
10162,11,rest area,57218,57231,poster area
10162,12,room,58909,59001,rest area
10162,13,rest area,59682,59704,room
10162,14,poster area,60016,60023,rest area
10162,15,sub convention,60049,60065,poster area
10162,16,poster area,62653,62661,sub convention
10163,1,main convention,31145,31152,None
10163,2,poster area,39304,39338,main convention
10163,3,main convention,39586,39611,poster area
10163,4,restaurant,45165,46188,main convention
10163,5,rest area,46263,46285,restaurant
10163,6,poster area,50131,50140,rest area
10163,7,sub convention,50488,50495,poster area
10163,8,poster area,56742,57008,sub convention
10163,9,sub convention,57171,58458,poster area
10163,10,poster area,58479,58487,sub convention
10163,11,room,58774,58825,poster area
10163,12,rest area,59939,59967,room
10164,1,room,26019,26025,None
10167,1,main convention,30963,30984,None
10167,2,room,38107,38139,main convention
10167,3,main convention,39178,39186,room
10167,4,restaurant,44645,44657,main convention
10167,5,rest area,46271,46293,restaurant
10167,6,poster area,51326,51332,rest area
10167,7,sub convention,51371,51391,poster area
10167,8,poster area,56335,56347,sub convention
10167,9,rest area,57780,57800,poster area
10167,10,room,59073,59298,rest area
10167,11,rest area,59563,59590,room
10170,1,main convention,35571,35580,None
10170,2,exhibition hall,38943,38974,main convention
10170,3,main convention,39673,39700,exhibition hall
10170,4,restaurant,44607,44629,main convention
10172,1,exhibition hall,30331,30348,None
10172,2,main convention,30958,30966,exhibition hall
10172,3,room,38448,38495,main convention
10172,4,rest area,39162,39197,room
10172,5,main convention,39820,39847,rest area
10178,1,poster area,30148,30155,None
10178,2,exhibition hall,30398,30417,poster area
10178,3,main convention,30776,30791,exhibition hall
10178,4,room,38215,38588,main convention
10178,5,exhibition hall,38661,38679,room
10178,6,main convention,39238,39252,exhibition hall
10181,1,room,31908,31920,None
10181,2,main convention,32670,32677,room
10181,3,room,38315,38323,main convention
10181,4,poster area,39009,39021,room
10181,5,main convention,39183,39191,poster area
10182,1,main convention,30577,30584,None
10182,2,exhibition hall,38128,39028,main convention
10182,3,main convention,39089,39096,exhibition hall
10182,4,restaurant,45243,45278,main convention
10182,5,rest area,46411,49228,restaurant
10182,6,exhibition hall,49749,49761,rest area
10182,7,poster area,50513,50521,exhibition hall
10182,8,sub convention,50558,50569,poster area
10182,9,poster area,57372,57385,sub convention
10182,10,rest area,58465,58498,poster area
10182,11,poster area,59710,59718,rest area
10182,12,sub convention,59783,62548,poster area
10182,13,poster area,62578,62587,sub convention
10185,1,main convention,39336,39354,None
10185,2,exhibition hall,42683,42689,main convention
10192,1,main convention,32670,32688,None
10192,2,room,38047,38258,main convention
10192,3,exhibition hall,38318,38332,room
10192,4,main convention,39430,39441,exhibition hall
10192,5,restaurant,44709,44732,main convention
10192,6,poster area,45292,45299,restaurant
10192,7,rest area,46093,46113,poster area
10192,8,poster area,50604,50615,rest area
10192,9,sub convention,50637,50651,poster area
10192,10,poster area,56932,57558,sub convention
10192,11,room,58580,59018,poster area
10192,12,rest area,59220,59236,room
10192,13,sub convention,59758,62498,rest area
10194,1,main convention,31864,31870,None
10194,2,exhibition hall,32486,32498,main convention
10194,3,main convention,32581,32595,exhibition hall
10194,4,exhibition hall,35254,35267,main convention
10194,5,main convention,35473,35484,exhibition hall
10194,6,room,37914,38518,main convention
10194,7,exhibition hall,39103,39237,room
10194,8,main convention,39780,39787,exhibition hall
10194,9,restaurant,44718,44742,main convention
10196,1,room,25590,25596,None
10201,1,main convention,31604,31610,None
10201,2,exhibition hall,32463,32479,main convention
10201,3,main convention,35314,35328,exhibition hall
10201,4,rest area,37976,37982,main convention
10201,5,main convention,39814,39821,rest area
10201,6,restaurant,43818,44778,main convention
10202,1,poster area,50195,50206,None
10202,2,sub convention,50452,50458,poster area
10202,3,poster area,57270,57283,sub convention
10202,4,exhibition hall,57817,57826,poster area
10202,5,room,58710,58763,exhibition hall
10202,6,poster area,59365,59375,room
10202,7,sub convention,59399,62418,poster area
10202,8,poster area,62427,62433,sub convention
10204,1,main convention,32792,32800,None
10204,2,room,37935,37947,main convention
10204,3,exhibition hall,38723,38746,room
10204,4,main convention,39143,39151,exhibition hall
10204,5,restaurant,44575,44598,main convention
10204,6,rest area,45623,45636,restaurant
10204,7,sub convention,50540,50552,rest area
10204,8,poster area,57427,57678,sub convention
10204,9,rest area,58294,58323,poster area
10204,10,room,58920,59014,rest area
10204,11,rest area,59833,59859,room
10205,1,main convention,31855,31862,None
10205,2,poster area,38149,38156,main convention
10205,3,rest area,39158,39196,poster area
10205,4,main convention,39911,39921,rest area
10205,5,restaurant,44941,44975,main convention
10205,6,exhibition hall,46856,46862,restaurant
10205,7,rest area,48323,48348,exhibition hall
10205,8,sub convention,54174,57088,rest area
10205,9,poster area,57369,57468,sub convention
10205,10,room,58730,58781,poster area
10205,11,rest area,59624,59645,room
10206,1,main convention,30842,30859,None
10206,2,exhibition hall,37997,38020,main convention
10206,3,main convention,39658,39683,exhibition hall
10206,4,restaurant,44127,44140,main convention
10206,5,poster area,45356,46058,restaurant
10206,6,rest area,46452,46478,poster area
10206,7,exhibition hall,50075,50398,rest area
10206,8,poster area,50514,50523,exhibition hall
10206,9,sub convention,50545,50556,poster area
10206,10,poster area,57010,57020,sub convention
10206,11,rest area,57377,57393,poster area
10206,12,room,59015,59248,rest area
10206,13,poster area,59514,59522,room
10206,14,sub convention,59799,59810,poster area
10206,15,poster area,62579,62589,sub convention
10214,1,room,30428,30434,None
10214,2,main convention,30643,30650,room
10214,3,room,38269,38276,main convention
10214,4,main convention,39066,39074,room
10214,5,restaurant,45081,45100,main convention
10214,6,room,46861,50378,restaurant
10214,7,poster area,50548,50559,room
10214,8,sub convention,50642,50659,poster area
10214,9,poster area,53948,53957,sub convention
10214,10,room,54745,54938,poster area
10214,11,poster area,55109,55116,room
10214,12,sub convention,55140,55151,poster area
10214,13,poster area,58507,58520,sub convention
10214,14,room,58759,58765,poster area
10214,15,poster area,59645,59656,room
10214,16,sub convention,59719,59732,poster area
10214,17,poster area,62608,62617,sub convention
10216,1,main convention,31168,31194,None
10216,2,exhibition hall,38567,38584,main convention
10216,3,main convention,39550,39571,exhibition hall
10221,1,poster area,38121,38127,None
10221,2,main convention,39389,39408,poster area
10221,3,restaurant,43834,43848,main convention
10225,1,main convention,35420,35437,None
10225,2,exhibition hall,37908,37923,main convention
10225,3,main convention,39416,39435,exhibition hall
10225,4,restaurant,43990,44007,main convention
10231,1,poster area,30173,30181,None
10231,2,exhibition hall,30539,30559,poster area
10231,3,main convention,31036,31044,exhibition hall
10231,4,room,38502,38548,main convention
10231,5,exhibition hall,39080,39189,room
10231,6,main convention,39747,39773,exhibition hall
10231,7,restaurant,45016,45036,main convention
10231,8,poster area,46223,46230,restaurant
10231,9,rest area,47745,47771,poster area
10231,10,poster area,52857,52863,rest area
10231,11,sub convention,52899,57258,poster area
10231,12,poster area,57287,57299,sub convention
10231,13,exhibition hall,58527,58537,poster area
10231,14,room,58898,58987,exhibition hall
10231,15,rest area,59868,59893,room
10232,1,poster area,31820,31826,None
10232,2,room,32091,32198,poster area
10232,3,exhibition hall,32252,32261,room
10232,4,room,32635,32650,exhibition hall
10232,5,restaurant,43274,43284,room
10232,6,room,44358,44367,restaurant
10232,7,poster area,59722,59729,room
10233,1,exhibition hall,30080,30093,None
10233,2,main convention,30961,30982,exhibition hall
10233,3,exhibition hall,38684,38704,main convention
10233,4,main convention,39406,39413,exhibition hall
10233,5,restaurant,44655,44678,main convention
10233,6,rest area,45891,45906,restaurant
10233,7,exhibition hall,49282,49291,rest area
10233,8,poster area,50770,50779,exhibition hall
10233,9,sub convention,50819,50837,poster area
10233,10,poster area,57058,57068,sub convention
10233,11,room,58707,58754,poster area
10233,12,rest area,59488,59531,room
10233,13,sub convention,59951,59966,rest area
10233,14,poster area,62587,62597,sub convention
10235,1,poster area,49706,49713,None
10235,2,sub convention,50459,50466,poster area
10235,3,poster area,57700,57712,sub convention
10235,4,rest area,58203,58231,poster area
10235,5,room,59080,59198,rest area
10235,6,rest area,59839,59865,room
10235,7,poster area,60149,60158,rest area
10235,8,sub convention,60167,60195,poster area
10240,1,main convention,31511,31518,None
10240,2,poster area,32955,32962,main convention
10240,3,main convention,33081,33088,poster area
10240,4,exhibition hall,38180,38194,main convention
10240,5,main convention,39352,39371,exhibition hall
10243,1,room,30160,30177,None
10243,2,main convention,30952,30973,room
10243,3,room,38956,38998,main convention
10243,4,main convention,39162,39172,room
10245,1,room,30970,30979,None
10245,2,main convention,32625,32632,room
10245,3,room,38183,38191,main convention
10245,4,poster area,38336,38344,room
10245,5,main convention,39206,39214,poster area
10245,6,restaurant,44214,44224,main convention
10245,7,room,45569,45577,restaurant
10245,8,poster area,45726,45732,room
10245,9,room,46277,53978,poster area
10245,10,poster area,54521,54529,room
10245,11,exhibition hall,55495,55502,poster area
10245,12,main convention,57996,58002,exhibition hall
10245,13,poster area,58308,58320,main convention
10245,14,room,58391,58409,poster area
10246,1,poster area,39031,39039,None
10246,2,main convention,39526,39547,poster area
10246,3,restaurant,43635,43647,main convention
10246,4,exhibition hall,44513,44519,restaurant
10246,5,rest area,47433,47459,exhibition hall
10246,6,poster area,52811,52817,rest area
10246,7,sub convention,52826,52855,poster area
10246,8,poster area,56301,56311,sub convention
10246,9,exhibition hall,58125,58135,poster area
10248,1,main convention,31207,31216,None
10249,1,main convention,31165,31173,None
10249,2,exhibition hall,32642,32651,main convention
10249,3,main convention,35305,35313,exhibition hall
10249,4,room,37888,37896,main convention
10249,5,exhibition hall,38713,38735,room
10249,6,main convention,39666,39692,exhibition hall
10249,7,poster area,43323,43798,main convention
10249,8,restaurant,43945,43962,poster area
10249,9,rest area,44742,44750,restaurant
10249,10,exhibition hall,48569,48578,rest area
10249,11,sub convention,53816,53846,exhibition hall
10249,12,poster area,57062,57075,sub convention
10249,13,rest area,58464,58497,poster area
10249,14,room,59248,59373,rest area
10249,15,rest area,59938,59967,room
10252,1,main convention,31235,31242,None
10252,2,poster area,38883,38896,main convention
10252,3,main convention,39409,39426,poster area
10252,4,restaurant,44982,45000,main convention
10252,5,rest area,46576,46603,restaurant
10252,6,sub convention,50607,50620,rest area
10252,7,poster area,57061,57071,sub convention
10252,8,room,58992,59096,poster area
10252,9,rest area,59848,59875,room
10255,1,poster area,53288,53294,None
10255,2,exhibition hall,55939,55951,poster area
10256,1,main convention,32589,32603,None
10256,2,exhibition hall,35335,35344,main convention
10256,3,main convention,35436,35449,exhibition hall
10256,4,exhibition hall,38004,39048,main convention
10256,5,main convention,39122,39130,exhibition hall
10256,6,restaurant,44787,44818,main convention
10264,1,main convention,30911,30919,None
10264,2,poster area,39157,39188,main convention
10264,3,main convention,39801,39827,poster area
10265,1,poster area,30505,30514,None
10265,2,main convention,31173,31200,poster area
10265,3,room,38162,38216,main convention
10265,4,main convention,39601,39626,room
10265,5,restaurant,45197,45220,main convention
10265,6,poster area,47387,47408,restaurant
10265,7,rest area,48108,48135,poster area
10265,8,poster area,50691,50703,rest area
10265,9,sub convention,50746,50771,poster area
10265,10,poster area,57378,57392,sub convention
10265,11,rest area,57751,57771,poster area
10265,12,room,59162,59308,rest area
10265,13,rest area,59567,59592,room
10271,1,main convention,30929,30948,None
10271,2,exhibition hall,38721,38745,main convention
10271,3,main convention,39329,39346,exhibition hall
10271,4,restaurant,44639,44663,main convention
10271,5,rest area,45981,45998,restaurant
10271,6,poster area,50793,50801,rest area
10271,7,sub convention,50849,50866,poster area
10271,8,poster area,56249,56255,sub convention
10271,9,rest area,57480,57497,poster area
10271,10,room,59188,59291,rest area
10271,11,sub convention,59722,59732,room
10271,12,poster area,62223,62229,sub convention
10272,1,main convention,31161,31170,None
10272,2,poster area,38678,39038,main convention
10272,3,main convention,39587,39612,poster area
10272,4,restaurant,44460,44478,main convention
10272,5,rest area,45279,45287,restaurant
10272,6,exhibition hall,50926,50936,rest area
10272,7,poster area,53112,53118,exhibition hall
10272,8,sub convention,53140,53172,poster area
10272,9,poster area,57058,57070,sub convention
10272,10,rest area,58158,58186,poster area
10272,11,room,59123,59253,rest area
10272,12,poster area,59524,59532,room
10272,13,sub convention,60078,60095,poster area
10272,14,poster area,62365,62372,sub convention
10275,1,poster area,49782,50418,None
10275,2,sub convention,50432,50438,poster area
10275,3,room,58856,58939,sub convention
10275,4,poster area,59263,59273,room
10275,5,sub convention,59466,59474,poster area
