id,area_index,category,time,time_end,previous_category
10056,8,poster area,56319,56328,sub convention
10056,9,rest area,57299,57312,poster area
10056,10,poster area,60225,60232,rest area
10056,11,sub convention,60269,62588,poster area
10056,12,poster area,62650,62663,sub convention
10058,1,poster area,32427,32437,None
10058,2,main convention,33202,33234,poster area
10058,3,poster area,38419,38430,main convention
10058,4,main convention,39869,39897,poster area
10058,5,restaurant,43595,43603,main convention
10058,6,rest area,45290,45300,restaurant
10058,7,exhibition hall,49297,49312,rest area
10058,8,poster area,51795,51801,exhibition hall
10058,9,sub convention,51832,51893,poster area
10058,10,poster area,56929,56940,sub convention
10058,11,rest area,58129,58158,poster area
10058,12,room,60179,60255,rest area
10058,13,poster area,61797,61804,room
10060,1,room,45864,45871,None
10060,2,exhibition hall,46060,46068,room
10068,1,poster area,46775,47428,None
10068,2,exhibition hall,48257,48268,poster area
10077,1,main convention,33268,33278,None
10077,2,exhibition hall,38070,38083,main convention
10077,3,main convention,39260,39268,exhibition hall
10077,4,restaurant,44358,44372,main convention
10077,5,poster area,45835,45844,restaurant
10080,1,exhibition hall,47155,47165,None
10081,1,exhibition hall,31436,31447,None
10081,2,main convention,33037,33047,exhibition hall
10081,3,exhibition hall,37978,38038,main convention
10081,4,room,38143,38608,exhibition hall
10081,5,rest area,39070,39115,room
10081,6,main convention,39923,39955,rest area
10081,7,restaurant,45057,45098,main convention
10081,8,rest area,46234,46265,restaurant
10081,9,sub convention,50855,50875,rest area
10081,10,poster area,57182,57192,sub convention
10081,11,rest area,58648,58686,poster area
10081,12,room,60183,60269,rest area
10081,13,poster area,60891,60899,room
10081,14,sub convention,60918,60946,poster area
10081,15,poster area,62672,62686,sub convention
10082,1,exhibition hall,32299,32312,None
10082,2,main convention,32982,33009,exhibition hall
10082,3,room,38312,38341,main convention
10082,4,poster area,39138,39178,room
10082,5,main convention,39966,40000,poster area
10082,6,restaurant,44987,45021,main convention
10082,7,rest area,46633,46669,restaurant
10082,8,poster area,50681,50693,rest area
10082,9,sub convention,50777,50809,poster area
10082,10,poster area,56268,56758,sub convention
10082,11,rest area,57612,57632,poster area
10082,12,room,59987,60059,rest area
10082,13,poster area,61498,61505,room
10082,14,rest area,61626,61638,poster area
10083,1,exhibition hall,31456,31464,None
10083,2,main convention,32892,32902,exhibition hall
10083,3,poster area,38407,38414,main convention
10083,4,main convention,39653,39663,poster area
10083,5,restaurant,44511,44532,main convention
10083,6,exhibition hall,46110,46120,restaurant
10083,7,rest area,49261,49291,exhibition hall
10083,8,poster area,54436,54442,rest area
10083,9,sub convention,54466,54493,poster area
10083,10,poster area,57151,57163,sub convention
10083,11,exhibition hall,58489,58500,poster area
10083,12,room,59911,59981,exhibition hall
10083,13,poster area,60853,60860,room
10083,14,sub convention,60877,62428,poster area
10083,15,poster area,62448,62457,sub convention
10084,1,main convention,33311,33339,None
10084,2,exhibition hall,38101,38114,main convention
10084,3,main convention,39323,39343,exhibition hall
10084,4,restaurant,45285,45315,main convention
10084,5,poster area,47020,47888,restaurant
10084,6,rest area,48628,48660,poster area
10084,7,poster area,50732,50742,rest area
10084,8,sub convention,50774,50806,poster area
10084,9,poster area,56279,56289,sub convention
10084,10,sub convention,56722,58488,poster area
10084,11,poster area,58501,58514,sub convention
10084,12,rest area,59385,59448,poster area
10084,13,poster area,60265,60275,rest area
10084,14,sub convention,60298,62618,poster area
10085,1,main convention,32588,32604,None
10085,2,poster area,38979,38987,main convention
10085,3,main convention,40001,40008,poster area
10085,4,poster area,45217,45638,main convention
10085,5,restaurant,45810,45829,poster area
10085,6,rest area,46188,46217,restaurant
10085,7,poster area,48657,48663,rest area
10085,8,sub convention,50425,50435,poster area
10085,9,poster area,55730,55738,sub convention
10085,10,sub convention,56183,56199,poster area
10085,11,poster area,58378,58389,sub convention
10085,12,rest area,58800,59458,poster area
10085,13,poster area,59826,59832,rest area
10085,14,sub convention,59851,59859,poster area
10085,15,poster area,62454,62462,sub convention
10088,1,exhibition hall,47352,47363,None
10089,1,poster area,50192,50838,None
10089,2,sub convention,50893,50945,poster area
10089,3,poster area,56456,56470,sub convention
10089,4,rest area,57184,57196,poster area
10089,5,room,60039,60097,rest area
10089,6,poster area,61758,61768,room
10090,1,exhibition hall,31699,31709,None
10090,2,room,32814,32828,exhibition hall
10090,3,restaurant,43375,43391,room
10090,4,room,44845,59398,restaurant
10090,5,poster area,60702,60708,room
10092,1,poster area,45692,45699,None
10092,2,exhibition hall,47004,47014,poster area
10092,3,poster area,50960,50966,exhibition hall
10092,4,sub convention,50991,53778,poster area
10092,5,poster area,53793,53799,sub convention
10092,6,sub convention,53914,57008,poster area
10092,7,poster area,57057,57070,sub convention
10092,8,sub convention,57389,58508,poster area
10092,9,poster area,59538,59545,sub convention
10092,10,sub convention,59603,59617,poster area
10092,11,poster area,62464,62472,sub convention
10093,1,poster area,46757,46769,None
10093,2,exhibition hall,47669,47681,poster area
10093,3,sub convention,50789,50809,exhibition hall
10093,4,poster area,57726,57738,sub convention
10093,5,rest area,58417,58449,poster area
10093,6,sub convention,60041,60058,rest area
10093,7,poster area,62679,62692,sub convention
10094,1,main convention,33178,33210,None
10094,2,room,38092,38113,main convention
10094,3,exhibition hall,38748,38772,room
10094,4,main convention,39450,39474,exhibition hall
10094,5,restaurant,44770,44794,main convention
10094,6,rest area,45892,45917,restaurant
10094,7,poster area,48916,48922,rest area
10094,8,exhibition hall,49690,49704,poster area
10094,9,poster area,52148,52155,exhibition hall
10094,10,sub convention,52172,56818,poster area
10094,11,poster area,56834,56848,sub convention
10094,12,rest area,57307,57320,poster area
10094,13,room,60107,60183,rest area
10094,14,poster area,61367,61374,room
10094,15,sub convention,61392,62468,poster area
10094,16,poster area,62484,62491,sub convention
10095,1,exhibition hall,35165,35179,None
10095,2,poster area,38789,38799,exhibition hall
10095,3,exhibition hall,39390,39399,poster area
10098,1,sub convention,50911,50923,None
10098,2,poster area,53859,53865,sub convention
10098,3,sub convention,55058,55067,poster area
10098,4,poster area,58088,58098,sub convention
10098,5,rest area,58608,58647,poster area
10098,6,room,60304,60958,rest area
10098,7,rest area,61327,61336,room
10101,1,poster area,31279,32418,None
10101,2,main convention,33152,33160,poster area
10101,3,room,38123,38148,main convention
10101,4,main convention,39338,39345,room
10101,5,restaurant,44747,44776,main convention
10101,6,rest area,45520,45536,restaurant
10101,7,poster area,51456,51464,rest area
10101,8,sub convention,51482,51507,poster area
10101,9,poster area,56704,56717,sub convention
10101,10,room,59445,59459,poster area
10101,11,poster area,60252,60258,room
10101,12,sub convention,60279,62438,poster area
10101,13,poster area,62448,62459,sub convention
10107,1,exhibition hall,32107,32121,None
10107,2,main convention,32690,32708,exhibition hall
10107,3,room,37945,37954,main convention
10107,4,rest area,38868,38880,room
10107,5,main convention,39608,39636,rest area
10107,6,restaurant,45076,45118,main convention
10107,7,poster area,46264,46273,restaurant
10107,8,rest area,47062,47094,poster area
10107,9,poster area,51156,51163,rest area
10107,10,sub convention,51182,51204,poster area
10107,11,poster area,56466,56474,sub convention
10107,12,rest area,57662,57684,poster area
10107,13,room,60099,60174,rest area
10107,14,poster area,61091,61098,room
10107,15,sub convention,61114,61150,poster area
10107,16,poster area,62518,62527,sub convention
10108,1,poster area,50619,50629,None
10108,2,sub convention,51250,51302,poster area
10108,3,poster area,56413,56425,sub convention
10108,4,rest area,57039,57050,poster area
10108,5,room,60094,60162,rest area
10108,6,rest area,61392,61401,room
10109,1,poster area,45490,45496,None
10109,2,exhibition hall,48989,49002,poster area
10109,3,poster area,50616,50625,exhibition hall
10109,4,sub convention,50678,58068,poster area
10109,5,poster area,58093,58105,sub convention
10109,6,rest area,58468,58503,poster area
10109,7,poster area,59924,59931,rest area
10109,8,sub convention,59989,60010,poster area
10109,9,poster area,62740,62747,sub convention
10111,1,room,32474,32528,None
10111,2,main convention,33173,33205,room
10111,3,room,39320,39338,main convention
10111,4,main convention,39491,39497,room
10111,5,restaurant,44546,44565,main convention
10111,6,room,45602,45617,restaurant
10111,7,poster area,45903,46368,room
10111,8,room,46414,51028,poster area
10111,9,poster area,51056,51062,room
10111,10,sub convention,51101,51164,poster area
10111,11,poster area,56662,56675,sub convention
10111,12,main convention,57327,57333,poster area
10111,13,room,59509,60238,main convention
10111,14,restaurant,63289,63299,room
10112,1,poster area,46633,47078,None
10112,2,exhibition hall,47166,47177,poster area
10115,1,exhibition hall,32239,32253,None
10115,2,main convention,32526,32538,exhibition hall
10115,3,poster area,39354,39361,main convention
10115,4,main convention,39744,39751,poster area
10115,5,restaurant,43830,43840,main convention
10117,1,poster area,32379,32387,None
10117,2,main convention,32925,32933,poster area
10117,3,exhibition hall,39131,39286,main convention
10117,4,main convention,39761,39791,exhibition hall
10117,5,restaurant,44640,44666,main convention
10117,6,rest area,46061,46086,restaurant
10117,7,poster area,50853,50868,rest area
10117,8,sub convention,50967,50977,poster area
10117,9,poster area,55050,55056,sub convention
10117,10,sub convention,55072,55082,poster area
10117,11,poster area,58749,58758,sub convention
10117,12,rest area,59173,59219,poster area
10117,13,poster area,60035,60041,rest area
10117,14,sub convention,60090,60112,poster area
10117,15,poster area,62528,62534,sub convention
10118,1,exhibition hall,36446,36453,None
10121,1,room,32813,43218,None
10121,2,restaurant,43257,43265,room
10121,3,room,45381,45400,restaurant
10123,1,main convention,32598,32613,None
10123,2,poster area,39124,39131,main convention
10123,3,main convention,39513,39521,poster area
10123,4,restaurant,44661,44690,main convention
10123,5,rest area,46090,46117,restaurant
10123,6,poster area,50812,50820,rest area
10123,7,sub convention,50873,57128,poster area
10123,8,poster area,58009,58020,sub convention
10123,9,rest area,58858,58902,poster area
10123,10,room,60220,60306,rest area
10123,11,rest area,61501,61510,room
10127,1,exhibition hall,31219,31226,None
10127,2,main convention,32931,32958,exhibition hall
10127,3,exhibition hall,37937,37949,main convention
10127,4,main convention,39244,39253,exhibition hall
10134,1,exhibition hall,32416,32437,None
10134,2,main convention,32675,32692,exhibition hall
10134,3,poster area,38935,38944,main convention
10134,4,main convention,39900,39907,poster area
10134,5,restaurant,45144,45189,main convention
10134,6,rest area,46304,46340,restaurant
10134,7,exhibition hall,50119,50139,rest area
10134,8,poster area,50742,50751,exhibition hall
10134,9,sub convention,50795,50844,poster area
10134,10,poster area,57282,57297,sub convention
10134,11,rest area,58470,58506,poster area
10134,12,poster area,59677,59683,rest area
10134,13,sub convention,59732,59748,poster area
10134,14,poster area,62628,62642,sub convention
10135,1,poster area,46829,46840,None
10135,2,exhibition hall,47018,47030,poster area
10136,1,poster area,31474,32418,None
10136,2,main convention,32824,32831,poster area
10136,3,exhibition hall,38940,38973,main convention
10136,4,main convention,39127,39137,exhibition hall
10136,5,restaurant,44678,44699,main convention
10136,6,exhibition hall,46218,46248,restaurant
10136,7,poster area,50442,50451,exhibition hall
10136,8,sub convention,50522,50536,poster area
10136,9,poster area,56461,56475,sub convention
10136,10,rest area,57826,57848,poster area
10136,11,poster area,60151,60157,rest area
10136,12,sub convention,60216,60242,poster area
10136,13,poster area,62562,62572,sub convention
10137,1,main convention,33367,33396,None
10137,2,poster area,38615,38625,main convention
10137,3,main convention,39529,39554,poster area
10137,4,restaurant,44604,44628,main convention
10137,5,rest area,46000,46024,restaurant
10137,6,poster area,50774,50782,rest area
10137,7,sub convention,50802,56888,poster area
10137,8,poster area,56935,56946,sub convention
10137,9,rest area,59575,59827,poster area
10137,10,room,60360,60454,rest area
10137,11,rest area,61427,61437,room
10141,1,main convention,33208,33219,None
10141,2,exhibition hall,39427,39480,main convention
10141,3,main convention,39954,39987,exhibition hall
10141,4,restaurant,45148,45194,main convention
10141,5,rest area,46160,46187,restaurant
10141,6,poster area,50449,50458,rest area
10141,7,sub convention,50484,57348,poster area
10141,8,poster area,57365,57381,sub convention
10141,9,rest area,58469,58505,poster area
10141,10,poster area,60010,60018,rest area
10141,11,sub convention,60038,60054,poster area
10141,12,poster area,62698,62708,sub convention
10142,1,poster area,46314,46324,None
10142,2,exhibition hall,46716,46724,poster area
10142,3,sub convention,50572,50584,exhibition hall
10142,4,poster area,56449,56458,sub convention
10142,5,rest area,58367,59418,poster area
10142,6,sub convention,59666,59674,rest area
10142,7,poster area,62566,62577,sub convention
10143,1,main convention,33171,33202,None
10143,2,rest area,38818,38829,main convention
10143,3,main convention,39796,39826,rest area
10143,4,restaurant,45248,45280,main convention
10143,5,rest area,46676,46712,restaurant
10143,6,poster area,49819,49826,rest area
10143,7,sub convention,50455,56368,poster area
10143,8,poster area,56457,56467,sub convention
10143,9,sub convention,57324,58568,poster area
10143,10,poster area,58578,58588,sub convention
10143,11,exhibition hall,59217,59225,poster area
10143,12,poster area,59873,59879,exhibition hall
10143,13,sub convention,59902,59911,poster area
10143,14,poster area,62572,62583,sub convention
10145,1,poster area,40672,40678,None
10145,2,main convention,41967,41977,poster area
10146,1,exhibition hall,31825,31837,None
10146,2,main convention,32493,32504,exhibition hall
10146,3,restaurant,45238,45287,main convention
10146,4,rest area,47179,47212,restaurant
10146,5,poster area,50102,50848,rest area
10146,6,sub convention,50902,50955,poster area
10146,7,poster area,56279,56289,sub convention
10146,8,sub convention,56642,56660,poster area
10146,9,poster area,59439,59445,sub convention
10146,10,room,59477,59495,poster area
10146,11,rest area,61354,61363,room
10147,1,exhibition hall,31145,31152,None
10147,2,main convention,32849,32868,exhibition hall
10147,3,restaurant,44765,44793,main convention
10147,4,rest area,46291,46327,restaurant
10147,5,poster area,50828,50839,rest area
10147,6,sub convention,50886,50904,poster area
10147,7,poster area,57160,57176,sub convention
10147,8,rest area,59052,59099,poster area
10147,9,sub convention,59660,59674,rest area
10147,10,poster area,62564,62574,sub convention
10150,1,poster area,31493,31500,None
10150,2,main convention,32743,32751,poster area
10150,3,exhibition hall,38937,38969,main convention
10150,4,main convention,39232,39249,exhibition hall
10150,5,restaurant,45226,45259,main convention
10150,6,rest area,46750,46785,restaurant
10150,7,poster area,50766,50774,rest area
10150,8,sub convention,50873,57048,poster area
10150,9,poster area,57100,57111,sub convention
10150,10,room,59463,60378,poster area
10150,11,poster area,60390,60397,room
10150,12,sub convention,60416,60441,poster area
10150,13,poster area,62658,62672,sub convention
10151,1,exhibition hall,32115,32129,None
10151,2,main convention,32624,32641,exhibition hall
10151,3,exhibition hall,38832,38861,main convention
10151,4,main convention,39505,39530,exhibition hall
10151,5,restaurant,44835,44864,main convention
10151,6,rest area,46751,51488,restaurant
10151,7,poster area,51807,51814,rest area
10151,8,sub convention,51855,51908,poster area
10151,9,poster area,56625,57288,sub convention
10151,10,room,59452,59467,poster area
10151,11,poster area,60732,60739,room
10151,12,sub convention,60763,60780,poster area
10151,13,poster area,62499,62510,sub convention
10152,1,main convention,33395,33420,None
10152,2,room,38098,38126,main convention
10152,3,main convention,39835,39864,room
10152,4,restaurant,44981,45015,main convention
10152,5,rest area,46176,48558,restaurant
10152,6,exhibition hall,48698,48712,rest area
10152,7,poster area,50675,50683,exhibition hall
10152,8,sub convention,50718,56188,poster area
10152,9,poster area,56198,56205,sub convention
10152,10,rest area,58101,58129,poster area
10152,11,poster area,59730,59736,rest area
10152,12,sub convention,59752,62318,poster area
10152,13,poster area,62327,62333,sub convention
10155,1,main convention,40905,40911,None
10155,2,exhibition hall,41551,41557,main convention
10157,1,exhibition hall,49257,49270,None
10157,2,poster area,51142,51149,exhibition hall
10157,3,sub convention,51179,51229,poster area
10157,4,poster area,56334,56346,sub convention
10157,5,rest area,58215,58242,poster area
10157,6,room,59965,60248,rest area
10157,7,poster area,60280,60286,room
10157,8,sub convention,60312,60326,poster area
10157,9,poster area,62333,62340,sub convention
10160,1,exhibition hall,32737,32745,None
10160,2,main convention,33099,33131,exhibition hall
10160,3,room,38029,38648,main convention
10160,4,main convention,39995,40027,room
10160,5,restaurant,44728,44759,main convention
10161,1,poster area,51069,51076,None
10161,2,sub convention,51096,51118,poster area
10161,3,poster area,56827,56839,sub convention
10161,4,rest area,57233,57245,poster area
10161,5,exhibition hall,61679,61685,rest area
10162,1,poster area,31458,31464,None
10162,2,exhibition hall,31677,31688,poster area
10162,3,main convention,32495,32507,exhibition hall
10162,4,exhibition hall,35177,35190,main convention
10162,5,main convention,35316,35333,exhibition hall
10162,6,room,37905,37912,main convention
10162,7,rest area,38495,38503,room
10162,8,main convention,39755,39785,rest area
10162,9,restaurant,44072,44084,main convention
10163,1,main convention,32654,32671,None
10163,2,room,38076,38608,main convention
10163,3,poster area,39037,39046,room
10163,4,main convention,39392,39414,poster area
10163,5,restaurant,44093,44105,main convention
10164,1,room,28067,28074,None
10167,1,main convention,32737,32755,None
10167,2,poster area,38191,38198,main convention
10167,3,main convention,39945,39977,poster area
10167,4,exhibition hall,41743,41752,main convention
10167,5,restaurant,43413,43429,exhibition hall
10167,6,rest area,45127,45137,restaurant
10167,7,poster area,50707,50715,rest area
10167,8,sub convention,50746,50756,poster area
10167,9,poster area,53741,53747,sub convention
10167,10,exhibition hall,53863,53872,poster area
10167,11,room,54233,54246,exhibition hall
10167,12,poster area,55072,55078,room
10167,13,sub convention,55120,55131,poster area
10167,14,poster area,58318,58335,sub convention
10167,15,rest area,58660,58698,poster area
10167,16,room,59994,60066,rest area
10167,17,rest area,61554,61808,room
10170,1,main convention,33405,33432,None
10170,2,restaurant,45203,46168,main convention
10172,1,poster area,31730,31738,None
10172,2,main convention,33063,33072,poster area
10172,3,restaurant,45103,45147,main convention
10172,4,rest area,46457,46492,restaurant
10172,5,exhibition hall,49446,49461,rest area
10172,6,poster area,52052,52059,exhibition hall
10172,7,sub convention,52077,52105,poster area
10172,8,poster area,56328,56337,sub convention
10172,9,rest area,56927,56937,poster area
10172,10,exhibition hall,59519,59565,rest area
10172,11,room,59914,59983,exhibition hall
10172,12,poster area,60934,60943,room
10173,1,poster area,50592,50603,None
10173,2,sub convention,50619,50634,poster area
10173,3,poster area,58288,58300,sub convention
10173,4,sub convention,59548,59556,poster area
10173,5,poster area,62737,62747,sub convention
10174,1,poster area,50424,50435,None
10174,2,sub convention,50461,56418,poster area
10174,3,poster area,56433,56443,sub convention
10174,4,exhibition hall,58425,58436,poster area
10174,5,poster area,59662,59670,exhibition hall
10174,6,sub convention,59724,59740,poster area
10174,7,poster area,62626,62640,sub convention
10178,1,main convention,33845,33852,None
10178,2,exhibition hall,38100,38113,main convention
10178,3,main convention,39144,39151,exhibition hall
10178,4,restaurant,45076,45104,main convention
10178,5,exhibition hall,48835,48846,restaurant
10178,6,poster area,50551,50562,exhibition hall
10178,7,sub convention,50576,50589,poster area
10178,8,poster area,57428,57439,sub convention
10178,9,rest area,59071,59118,poster area
10178,10,sub convention,59954,62548,rest area
10178,11,poster area,62562,62573,sub convention
10181,1,room,32017,32039,None
10181,2,main convention,33034,33064,room
10181,3,room,39353,39363,main convention
10181,4,main convention,39851,39861,room
10181,5,restaurant,44543,45158,main convention
10181,6,room,45578,45618,restaurant
10181,7,poster area,54976,54983,room
10181,8,sub convention,55019,55027,poster area
10181,9,poster area,57906,57921,sub convention
