area,floor,px,py,start_time,end_time,visitor_count
exhibition hall,1,15,5,39300,39599,2
exhibition hall,1,15,5,39600,39899,2
exhibition hall,1,15,5,39900,40199,3
exhibition hall,1,15,5,40200,40499,3
exhibition hall,1,15,5,40500,40799,5
exhibition hall,1,15,5,40800,41099,6
exhibition hall,1,15,5,41100,41399,6
exhibition hall,1,15,5,41400,41699,17
exhibition hall,1,15,5,41700,41999,25
exhibition hall,1,15,5,42000,42299,8
exhibition hall,1,15,5,42300,42599,8
exhibition hall,1,15,5,42600,42899,14
exhibition hall,1,15,5,42900,43199,10
exhibition hall,1,15,5,43200,43499,9
exhibition hall,1,15,6,30600,30899,1
exhibition hall,1,15,6,30900,31199,13
exhibition hall,1,15,6,31200,31499,43
exhibition hall,1,15,6,31500,31799,52
exhibition hall,1,15,6,31800,32099,58
exhibition hall,1,15,6,32100,32399,55
exhibition hall,1,15,6,32400,32699,52
exhibition hall,1,15,6,32700,32999,5
exhibition hall,1,15,6,33000,33299,10
exhibition hall,1,15,6,33300,33599,10
exhibition hall,1,15,6,33600,33899,19
exhibition hall,1,15,6,33900,34199,24
exhibition hall,1,15,6,34200,34499,35
exhibition hall,1,15,6,34500,34799,4
exhibition hall,1,15,6,34800,35099,8
exhibition hall,1,15,6,35100,35399,5
exhibition hall,1,15,6,35400,35699,2
exhibition hall,1,15,6,35700,35999,2
exhibition hall,1,15,6,36000,36299,4
exhibition hall,1,15,6,36300,36599,3
exhibition hall,1,15,6,36600,36899,5
exhibition hall,1,15,6,36900,37199,5
exhibition hall,1,15,6,37200,37499,9
exhibition hall,1,15,6,37500,37799,16
exhibition hall,1,15,6,37800,38099,14
exhibition hall,1,15,6,38100,38399,9
exhibition hall,1,15,6,38400,38699,10
exhibition hall,1,15,6,38700,38999,13
exhibition hall,1,15,6,39000,39299,23
exhibition hall,1,15,6,39300,39599,1
exhibition hall,1,15,6,39600,39899,1
exhibition hall,1,15,6,39900,40199,3
exhibition hall,1,15,6,40500,40799,2
exhibition hall,1,15,6,40800,41099,2
exhibition hall,1,15,6,41100,41399,5
exhibition hall,1,15,6,41400,41699,17
exhibition hall,1,15,6,41700,41999,26
exhibition hall,1,15,6,42000,42299,7
exhibition hall,1,15,6,42300,42599,6
exhibition hall,1,15,6,42600,42899,8
exhibition hall,1,15,6,42900,43199,6
exhibition hall,1,15,6,43200,43499,2
exhibition hall,1,15,7,30600,30899,1
exhibition hall,1,15,7,30900,31199,10
exhibition hall,1,15,7,31200,31499,35
exhibition hall,1,15,7,31500,31799,44
exhibition hall,1,15,7,31800,32099,53
exhibition hall,1,15,7,32100,32399,47
exhibition hall,1,15,7,32400,32699,55
exhibition hall,1,15,7,32700,32999,7
exhibition hall,1,15,7,33000,33299,6
exhibition hall,1,15,7,33300,33599,7
exhibition hall,1,15,7,33600,33899,8
exhibition hall,1,15,7,33900,34199,13
exhibition hall,1,15,7,34200,34499,19
exhibition hall,1,15,7,34500,34799,4
exhibition hall,1,15,7,34800,35099,8
exhibition hall,1,15,7,35100,35399,5
exhibition hall,1,15,7,35400,35699,2
exhibition hall,1,15,7,35700,35999,1
exhibition hall,1,15,7,36000,36299,2
exhibition hall,1,15,7,36300,36599,2
exhibition hall,1,15,7,36600,36899,2
exhibition hall,1,15,7,36900,37199,2
exhibition hall,1,15,7,37200,37499,5
exhibition hall,1,15,7,37500,37799,16
exhibition hall,1,15,7,37800,38099,13
exhibition hall,1,15,7,38100,38399,10
exhibition hall,1,15,7,38400,38699,12
exhibition hall,1,15,7,38700,38999,15
exhibition hall,1,15,7,39000,39299,13
exhibition hall,1,15,7,39300,39599,3
exhibition hall,1,15,7,39600,39899,3
exhibition hall,1,15,7,39900,40199,5
exhibition hall,1,15,7,40200,40499,2
exhibition hall,1,15,7,40500,40799,2
exhibition hall,1,15,7,40800,41099,1
exhibition hall,1,15,7,41100,41399,3
exhibition hall,1,15,7,41400,41699,11
exhibition hall,1,15,7,41700,41999,18
exhibition hall,1,15,7,42000,42299,5
exhibition hall,1,15,7,42300,42599,6
exhibition hall,1,15,7,42600,42899,7
exhibition hall,1,15,7,42900,43199,6
exhibition hall,1,15,7,43200,43499,5
exhibition hall,1,15,8,30900,31199,9
exhibition hall,1,15,8,31200,31499,23
exhibition hall,1,15,8,31500,31799,28
exhibition hall,1,15,8,31800,32099,37
exhibition hall,1,15,8,32100,32399,28
exhibition hall,1,15,8,32400,32699,37
exhibition hall,1,15,8,32700,32999,2
exhibition hall,1,15,8,33000,33299,3
exhibition hall,1,15,8,33300,33599,6
exhibition hall,1,15,8,33600,33899,7
exhibition hall,1,15,8,33900,34199,9
exhibition hall,1,15,8,34200,34499,14
exhibition hall,1,15,8,34500,34799,2
exhibition hall,1,15,8,34800,35099,6
exhibition hall,1,15,8,35100,35399,6
exhibition hall,1,15,8,35400,35699,3
exhibition hall,1,15,8,35700,35999,2
exhibition hall,1,15,8,36000,36299,2
exhibition hall,1,15,8,36300,36599,2
exhibition hall,1,15,8,36600,36899,3
exhibition hall,1,15,8,36900,37199,1
exhibition hall,1,15,8,37200,37499,3
exhibition hall,1,15,8,37500,37799,7
exhibition hall,1,15,8,37800,38099,10
exhibition hall,1,15,8,38100,38399,8
exhibition hall,1,15,8,38400,38699,9
exhibition hall,1,15,8,38700,38999,9
exhibition hall,1,15,8,39000,39299,12
exhibition hall,1,15,8,39300,39599,1
exhibition hall,1,15,8,39600,39899,1
exhibition hall,1,15,8,39900,40199,3
exhibition hall,1,15,8,40200,40499,1
exhibition hall,1,15,8,41100,41399,4
exhibition hall,1,15,8,41400,41699,15
exhibition hall,1,15,8,41700,41999,16
exhibition hall,1,15,8,42000,42299,2
exhibition hall,1,15,8,42300,42599,4
exhibition hall,1,15,8,42600,42899,5
exhibition hall,1,15,8,42900,43199,4
exhibition hall,1,15,8,43200,43499,4
exhibition hall,1,15,9,30900,31199,6
exhibition hall,1,15,9,31200,31499,17
exhibition hall,1,15,9,31500,31799,25
exhibition hall,1,15,9,31800,32099,30
exhibition hall,1,15,9,32100,32399,24
exhibition hall,1,15,9,32400,32699,33
exhibition hall,1,15,9,32700,32999,4
exhibition hall,1,15,9,33000,33299,3
exhibition hall,1,15,9,33300,33599,6
exhibition hall,1,15,9,33600,33899,5
exhibition hall,1,15,9,33900,34199,5
exhibition hall,1,15,9,34200,34499,11
exhibition hall,1,15,9,34500,34799,3
exhibition hall,1,15,9,34800,35099,5
exhibition hall,1,15,9,35100,35399,4
exhibition hall,1,15,9,35400,35699,2
exhibition hall,1,15,9,35700,35999,1
exhibition hall,1,15,9,36000,36299,1
exhibition hall,1,15,9,36300,36599,1
exhibition hall,1,15,9,36600,36899,3
exhibition hall,1,15,9,36900,37199,1
exhibition hall,1,15,9,37200,37499,4
exhibition hall,1,15,9,37500,37799,7
exhibition hall,1,15,9,37800,38099,9
exhibition hall,1,15,9,38100,38399,6
exhibition hall,1,15,9,38400,38699,6
exhibition hall,1,15,9,38700,38999,9
exhibition hall,1,15,9,39000,39299,12
exhibition hall,1,15,9,39300,39599,2
exhibition hall,1,15,9,39600,39899,2
exhibition hall,1,15,9,39900,40199,3
exhibition hall,1,15,9,40200,40499,1
exhibition hall,1,15,9,40500,40799,1
exhibition hall,1,15,9,40800,41099,1
exhibition hall,1,15,9,41100,41399,3
exhibition hall,1,15,9,41400,41699,8
exhibition hall,1,15,9,41700,41999,14
exhibition hall,1,15,9,42000,42299,2
exhibition hall,1,15,9,42300,42599,3
exhibition hall,1,15,9,42600,42899,3
exhibition hall,1,15,9,42900,43199,4
exhibition hall,1,15,9,43200,43499,3
exhibition hall,1,15,10,30900,31199,4
exhibition hall,1,15,10,31200,31499,9
exhibition hall,1,15,10,31500,31799,16
exhibition hall,1,15,10,31800,32099,21
exhibition hall,1,15,10,32100,32399,18
exhibition hall,1,15,10,32400,32699,19
exhibition hall,1,15,10,32700,32999,3
exhibition hall,1,15,10,33000,33299,2
exhibition hall,1,15,10,33300,33599,5
exhibition hall,1,15,10,33600,33899,4
exhibition hall,1,15,10,33900,34199,4
exhibition hall,1,15,10,34200,34499,10
exhibition hall,1,15,10,34500,34799,3
exhibition hall,1,15,10,34800,35099,4
exhibition hall,1,15,10,35100,35399,3
exhibition hall,1,15,10,35400,35699,2
exhibition hall,1,15,10,35700,35999,2
exhibition hall,1,15,10,36000,36299,2
exhibition hall,1,15,10,36300,36599,2
exhibition hall,1,15,10,36600,36899,3
exhibition hall,1,15,10,36900,37199,3
exhibition hall,1,15,10,37200,37499,4
exhibition hall,1,15,10,37500,37799,6
exhibition hall,1,15,10,37800,38099,7
exhibition hall,1,15,10,38100,38399,4
exhibition hall,1,15,10,38400,38699,6
exhibition hall,1,15,10,38700,38999,8
exhibition hall,1,15,10,39000,39299,9
exhibition hall,1,15,10,39300,39599,2
exhibition hall,1,15,10,39600,39899,2
exhibition hall,1,15,10,39900,40199,2
exhibition hall,1,15,10,40200,40499,1
exhibition hall,1,15,10,40500,40799,1
exhibition hall,1,15,10,40800,41099,1
exhibition hall,1,15,10,41100,41399,2
exhibition hall,1,15,10,41400,41699,5
exhibition hall,1,15,10,41700,41999,10
exhibition hall,1,15,10,42000,42299,1
exhibition hall,1,15,10,42300,42599,2
exhibition hall,1,15,10,42600,42899,3
exhibition hall,1,15,10,42900,43199,4
exhibition hall,1,15,10,43200,43499,2
exhibition hall,1,15,11,30900,31199,5
exhibition hall,1,15,11,31200,31499,8
exhibition hall,1,15,11,31500,31799,11
exhibition hall,1,15,11,31800,32099,15
exhibition hall,1,15,11,32100,32399,15
exhibition hall,1,15,11,32400,32699,20
exhibition hall,1,15,11,32700,32999,4
exhibition hall,1,15,11,33000,33299,4
exhibition hall,1,15,11,33300,33599,6
exhibition hall,1,15,11,33600,33899,5
exhibition hall,1,15,11,33900,34199,4
exhibition hall,1,15,11,34200,34499,7
exhibition hall,1,15,11,34500,34799,3
exhibition hall,1,15,11,34800,35099,4
exhibition hall,1,15,11,35100,35399,3
exhibition hall,1,15,11,35400,35699,1
exhibition hall,1,15,11,35700,35999,1
exhibition hall,1,15,11,36000,36299,1
exhibition hall,1,15,11,36300,36599,1
exhibition hall,1,15,11,36600,36899,1
exhibition hall,1,15,11,36900,37199,1
exhibition hall,1,15,11,37200,37499,2
exhibition hall,1,15,11,37500,37799,4
exhibition hall,1,15,11,37800,38099,6
exhibition hall,1,15,11,38100,38399,2
exhibition hall,1,15,11,38400,38699,5
exhibition hall,1,15,11,38700,38999,6
exhibition hall,1,15,11,39000,39299,7
exhibition hall,1,15,11,39300,39599,3
exhibition hall,1,15,11,39600,39899,3
exhibition hall,1,15,11,39900,40199,5
exhibition hall,1,15,11,40200,40499,3
exhibition hall,1,15,11,40500,40799,3
exhibition hall,1,15,11,40800,41099,4
exhibition hall,1,15,11,41100,41399,4
exhibition hall,1,15,11,41400,41699,7
exhibition hall,1,15,11,41700,41999,9
exhibition hall,1,15,11,42000,42299,2
exhibition hall,1,15,11,42300,42599,2
exhibition hall,1,15,11,42600,42899,2
exhibition hall,1,15,11,42900,43199,1
exhibition hall,1,15,11,43200,43499,1
exhibition hall,1,15,12,30900,31199,4
exhibition hall,1,15,12,31200,31499,9
exhibition hall,1,15,12,31500,31799,10
exhibition hall,1,15,12,31800,32099,14
exhibition hall,1,15,12,32100,32399,14
exhibition hall,1,15,12,32400,32699,17
exhibition hall,1,15,12,32700,32999,2
exhibition hall,1,15,12,33000,33299,2
exhibition hall,1,15,12,33300,33599,5
exhibition hall,1,15,12,33600,33899,5
exhibition hall,1,15,12,33900,34199,3
exhibition hall,1,15,12,34200,34499,3
exhibition hall,1,15,12,34800,35099,1
exhibition hall,1,15,12,35100,35399,1
exhibition hall,1,15,12,37200,37499,1
exhibition hall,1,15,12,37500,37799,2
exhibition hall,1,15,12,37800,38099,4
exhibition hall,1,15,12,38100,38399,2
exhibition hall,1,15,12,38400,38699,4
exhibition hall,1,15,12,38700,38999,5
exhibition hall,1,15,12,39000,39299,4
exhibition hall,1,15,12,39900,40199,2
exhibition hall,1,15,12,40200,40499,1
exhibition hall,1,15,12,40500,40799,1
exhibition hall,1,15,12,40800,41099,2
exhibition hall,1,15,12,41100,41399,3
exhibition hall,1,15,12,41400,41699,3
exhibition hall,1,15,12,41700,41999,6
exhibition hall,1,15,12,42000,42299,1
exhibition hall,1,15,12,42300,42599,1
exhibition hall,1,15,12,42600,42899,1
exhibition hall,1,15,13,30900,31199,3
exhibition hall,1,15,13,31200,31499,7
exhibition hall,1,15,13,31500,31799,10
exhibition hall,1,15,13,31800,32099,12
exhibition hall,1,15,13,32100,32399,13
exhibition hall,1,15,13,32400,32699,13
exhibition hall,1,15,13,32700,32999,1
exhibition hall,1,15,13,33000,33299,1
exhibition hall,1,15,13,33300,33599,2
exhibition hall,1,15,13,33600,33899,1
exhibition hall,1,15,13,33900,34199,1
exhibition hall,1,15,13,34200,34499,1
exhibition hall,1,15,13,34500,34799,1
exhibition hall,1,15,13,34800,35099,1
exhibition hall,1,15,13,35100,35399,1
exhibition hall,1,15,13,37800,38099,2
exhibition hall,1,15,13,38100,38399,1
exhibition hall,1,15,13,38400,38699,2
exhibition hall,1,15,13,38700,38999,2
exhibition hall,1,15,13,39000,39299,2
exhibition hall,1,15,13,39300,39599,1
exhibition hall,1,15,13,39600,39899,1
exhibition hall,1,15,13,39900,40199,1
exhibition hall,1,15,13,41700,41999,3
exhibition hall,1,16,4,28800,29099,1
exhibition hall,1,16,4,29100,29399,1
exhibition hall,1,16,4,30600,30899,1
exhibition hall,1,16,4,30900,31199,45
exhibition hall,1,16,4,31200,31499,85
exhibition hall,1,16,4,31500,31799,102
exhibition hall,1,16,4,31800,32099,113
exhibition hall,1,16,4,32100,32399,123
exhibition hall,1,16,4,32400,32699,70
exhibition hall,1,16,4,32700,32999,14
exhibition hall,1,16,4,33000,33299,22
exhibition hall,1,16,4,33300,33599,24
exhibition hall,1,16,4,33600,33899,28
exhibition hall,1,16,4,33900,34199,53
exhibition hall,1,16,4,34200,34499,84
exhibition hall,1,16,4,34500,34799,5
exhibition hall,1,16,4,34800,35099,5
exhibition hall,1,16,4,35100,35399,16
exhibition hall,1,16,4,35400,35699,4
exhibition hall,1,16,4,35700,35999,3
exhibition hall,1,16,4,36000,36299,10
exhibition hall,1,16,4,36300,36599,3
exhibition hall,1,16,4,36600,36899,3
exhibition hall,1,16,4,36900,37199,6
exhibition hall,1,16,4,37200,37499,14
exhibition hall,1,16,4,37500,37799,19
exhibition hall,1,16,4,37800,38099,25
exhibition hall,1,16,4,38100,38399,16
exhibition hall,1,16,4,38400,38699,17
exhibition hall,1,16,4,38700,38999,21
exhibition hall,1,16,4,39000,39299,16
exhibition hall,1,16,4,39300,39599,7
exhibition hall,1,16,4,39600,39899,4
exhibition hall,1,16,4,39900,40199,8
exhibition hall,1,16,4,40200,40499,5
exhibition hall,1,16,4,40500,40799,10
exhibition hall,1,16,4,40800,41099,11
exhibition hall,1,16,4,41100,41399,7
exhibition hall,1,16,4,41400,41699,29
exhibition hall,1,16,4,41700,41999,27
exhibition hall,1,16,4,42000,42299,5
exhibition hall,1,16,4,42300,42599,5
exhibition hall,1,16,4,42600,42899,13
exhibition hall,1,16,4,42900,43199,17
exhibition hall,1,16,4,43200,43499,18
exhibition hall,1,16,5,30900,31199,1
exhibition hall,1,16,5,31200,31499,6
exhibition hall,1,16,5,31500,31799,11
exhibition hall,1,16,5,31800,32099,14
exhibition hall,1,16,5,32100,32399,29
exhibition hall,1,16,5,32400,32699,130
exhibition hall,1,16,5,32700,32999,2
exhibition hall,1,16,5,33000,33299,11
exhibition hall,1,16,5,33300,33599,11
exhibition hall,1,16,5,33600,33899,23
exhibition hall,1,16,5,33900,34199,28
exhibition hall,1,16,5,34200,34499,19
exhibition hall,1,16,5,34500,34799,10
exhibition hall,1,16,5,34800,35099,18
exhibition hall,1,16,5,35100,35399,24
exhibition hall,1,16,5,35400,35699,9
exhibition hall,1,16,5,35700,35999,5
exhibition hall,1,16,5,36000,36299,4
exhibition hall,1,16,5,36300,36599,5
exhibition hall,1,16,5,36600,36899,3
exhibition hall,1,16,5,36900,37199,3
exhibition hall,1,16,5,37200,37499,8
exhibition hall,1,16,5,37500,37799,24
exhibition hall,1,16,5,37800,38099,19
exhibition hall,1,16,5,38100,38399,8
exhibition hall,1,16,5,38400,38699,10
exhibition hall,1,16,5,38700,38999,17
exhibition hall,1,16,5,39000,39299,39
exhibition hall,1,16,5,39300,39599,2
exhibition hall,1,16,5,39600,39899,1
exhibition hall,1,16,5,39900,40199,3
exhibition hall,1,16,5,40200,40499,1
exhibition hall,1,16,5,40500,40799,3
exhibition hall,1,16,5,40800,41099,2
exhibition hall,1,16,5,41100,41399,3
exhibition hall,1,16,5,41400,41699,27
exhibition hall,1,16,5,41700,41999,35
exhibition hall,1,16,5,42000,42299,5
exhibition hall,1,16,5,42300,42599,2
exhibition hall,1,16,5,42600,42899,6
exhibition hall,1,16,5,42900,43199,4
exhibition hall,1,16,5,43200,43499,5
exhibition hall,1,16,6,30900,31199,4
exhibition hall,1,16,6,31200,31499,5
exhibition hall,1,16,6,31500,31799,10
exhibition hall,1,16,6,31800,32099,12
exhibition hall,1,16,6,32100,32399,17
exhibition hall,1,16,6,32400,32699,18
exhibition hall,1,16,6,32700,32999,2
exhibition hall,1,16,6,33000,33299,3
exhibition hall,1,16,6,33300,33599,5
exhibition hall,1,16,6,33600,33899,10
exhibition hall,1,16,6,33900,34199,16
exhibition hall,1,16,6,34200,34499,20
exhibition hall,1,16,6,34500,34799,8
exhibition hall,1,16,6,34800,35099,9
exhibition hall,1,16,6,35100,35399,11
exhibition hall,1,16,6,35400,35699,9
exhibition hall,1,16,6,35700,35999,7
exhibition hall,1,16,6,36000,36299,6
exhibition hall,1,16,6,36300,36599,2
exhibition hall,1,16,6,36600,36899,1
exhibition hall,1,16,6,36900,37199,1
exhibition hall,1,16,6,37200,37499,1
exhibition hall,1,16,6,37500,37799,4
exhibition hall,1,16,6,37800,38099,5
exhibition hall,1,16,6,38100,38399,8
exhibition hall,1,16,6,38400,38699,11
exhibition hall,1,16,6,38700,38999,12
exhibition hall,1,16,6,39000,39299,12
exhibition hall,1,16,6,39300,39599,2
exhibition hall,1,16,6,39600,39899,2
exhibition hall,1,16,6,39900,40199,2
exhibition hall,1,16,6,40200,40499,3
exhibition hall,1,16,6,40500,40799,3
exhibition hall,1,16,6,40800,41099,4
exhibition hall,1,16,6,41100,41399,4
exhibition hall,1,16,6,41400,41699,8
exhibition hall,1,16,6,41700,41999,11
exhibition hall,1,16,6,42000,42299,5
exhibition hall,1,16,6,42300,42599,5
exhibition hall,1,16,6,42600,42899,6
exhibition hall,1,16,6,42900,43199,3
exhibition hall,1,16,6,43200,43499,5
exhibition hall,1,16,7,30900,31199,1
exhibition hall,1,16,7,31200,31499,2
exhibition hall,1,16,7,31500,31799,9
exhibition hall,1,16,7,31800,32099,9
exhibition hall,1,16,7,32100,32399,13
exhibition hall,1,16,7,32400,32699,22
exhibition hall,1,16,7,32700,32999,2
exhibition hall,1,16,7,33000,33299,2
exhibition hall,1,16,7,33300,33599,3
exhibition hall,1,16,7,33600,33899,7
exhibition hall,1,16,7,33900,34199,6
exhibition hall,1,16,7,34200,34499,10
exhibition hall,1,16,7,34500,34799,2
exhibition hall,1,16,7,34800,35099,1
exhibition hall,1,16,7,36600,36899,1
exhibition hall,1,16,7,36900,37199,1
exhibition hall,1,16,7,37200,37499,3
exhibition hall,1,16,7,37500,37799,5
exhibition hall,1,16,7,37800,38099,5
exhibition hall,1,16,7,38100,38399,6
exhibition hall,1,16,7,38400,38699,5
exhibition hall,1,16,7,38700,38999,6
exhibition hall,1,16,7,39000,39299,8
exhibition hall,1,16,7,39300,39599,2
exhibition hall,1,16,7,39600,39899,2
exhibition hall,1,16,7,39900,40199,1
exhibition hall,1,16,7,40200,40499,1
exhibition hall,1,16,7,40500,40799,1
exhibition hall,1,16,7,41100,41399,2
exhibition hall,1,16,7,41400,41699,6
exhibition hall,1,16,7,41700,41999,6
exhibition hall,1,16,7,42300,42599,2
exhibition hall,1,16,7,42600,42899,1
exhibition hall,1,16,7,42900,43199,1
exhibition hall,1,16,8,31200,31499,7
exhibition hall,1,16,8,31500,31799,9
exhibition hall,1,16,8,31800,32099,13
exhibition hall,1,16,8,32100,32399,15
exhibition hall,1,16,8,32400,32699,15
exhibition hall,1,16,8,32700,32999,7
exhibition hall,1,16,8,33000,33299,2
exhibition hall,1,16,8,33300,33599,2
exhibition hall,1,16,8,33600,33899,4
exhibition hall,1,16,8,33900,34199,9
exhibition hall,1,16,8,34200,34499,8
exhibition hall,1,16,8,34500,34799,1
exhibition hall,1,16,8,34800,35099,1
exhibition hall,1,16,8,35100,35399,1
exhibition hall,1,16,8,36300,36599,1
exhibition hall,1,16,8,37200,37499,1
exhibition hall,1,16,8,37500,37799,12
exhibition hall,1,16,8,37800,38099,8
exhibition hall,1,16,8,38100,38399,6
exhibition hall,1,16,8,38400,38699,5
exhibition hall,1,16,8,38700,38999,11
exhibition hall,1,16,8,39000,39299,8
exhibition hall,1,16,8,39300,39599,1
exhibition hall,1,16,8,39600,39899,1
exhibition hall,1,16,8,40800,41099,1
exhibition hall,1,16,8,41100,41399,1
exhibition hall,1,16,8,41400,41699,7
exhibition hall,1,16,8,41700,41999,9
exhibition hall,1,16,8,42000,42299,2
exhibition hall,1,16,8,42300,42599,1
exhibition hall,1,16,8,42600,42899,3
exhibition hall,1,16,8,42900,43199,1
exhibition hall,1,16,9,30900,31199,3
exhibition hall,1,16,9,31200,31499,6
exhibition hall,1,16,9,31500,31799,11
exhibition hall,1,16,9,31800,32099,16
exhibition hall,1,16,9,32100,32399,17
exhibition hall,1,16,9,32400,32699,31
exhibition hall,1,16,9,32700,32999,1
exhibition hall,1,16,9,33000,33299,2
exhibition hall,1,16,9,33300,33599,2
exhibition hall,1,16,9,33600,33899,5
exhibition hall,1,16,9,33900,34199,4
exhibition hall,1,16,9,34200,34499,9
exhibition hall,1,16,9,34500,34799,2
exhibition hall,1,16,9,34800,35099,3
exhibition hall,1,16,9,35400,35699,1
exhibition hall,1,16,9,36900,37199,1
exhibition hall,1,16,9,37200,37499,2
exhibition hall,1,16,9,37500,37799,3
exhibition hall,1,16,9,37800,38099,4
exhibition hall,1,16,9,38100,38399,8
exhibition hall,1,16,9,38400,38699,6
exhibition hall,1,16,9,38700,38999,6
exhibition hall,1,16,9,39000,39299,6
exhibition hall,1,16,9,39300,39599,1
exhibition hall,1,16,9,39600,39899,2
exhibition hall,1,16,9,39900,40199,1
exhibition hall,1,16,9,40200,40499,2
exhibition hall,1,16,9,40800,41099,1
exhibition hall,1,16,9,41400,41699,8
exhibition hall,1,16,9,41700,41999,8
exhibition hall,1,16,9,42000,42299,1
exhibition hall,1,16,9,42300,42599,2
exhibition hall,1,16,9,42600,42899,2
exhibition hall,1,16,9,42900,43199,2
exhibition hall,1,16,9,43200,43499,1
exhibition hall,1,16,10,30900,31199,3
exhibition hall,1,16,10,31200,31499,10
exhibition hall,1,16,10,31500,31799,11
exhibition hall,1,16,10,31800,32099,20
exhibition hall,1,16,10,32100,32399,13
exhibition hall,1,16,10,32400,32699,22
exhibition hall,1,16,10,32700,32999,1
exhibition hall,1,16,10,33000,33299,1
exhibition hall,1,16,10,33300,33599,2
exhibition hall,1,16,10,33600,33899,4
exhibition hall,1,16,10,33900,34199,6
exhibition hall,1,16,10,34200,34499,9
exhibition hall,1,16,10,34500,34799,4
exhibition hall,1,16,10,34800,35099,7
exhibition hall,1,16,10,35100,35399,6
exhibition hall,1,16,10,35400,35699,4
exhibition hall,1,16,10,35700,35999,3
exhibition hall,1,16,10,36000,36299,3
exhibition hall,1,16,10,36300,36599,3
exhibition hall,1,16,10,36600,36899,3
exhibition hall,1,16,10,36900,37199,3
exhibition hall,1,16,10,37200,37499,3
exhibition hall,1,16,10,37500,37799,5
exhibition hall,1,16,10,37800,38099,4
exhibition hall,1,16,10,38100,38399,3
exhibition hall,1,16,10,38400,38699,5
exhibition hall,1,16,10,38700,38999,4
exhibition hall,1,16,10,39000,39299,6
exhibition hall,1,16,10,39600,39899,1
exhibition hall,1,16,10,39900,40199,1
exhibition hall,1,16,10,40200,40499,1
exhibition hall,1,16,10,40800,41099,1
exhibition hall,1,16,10,41400,41699,4
exhibition hall,1,16,10,41700,41999,14
exhibition hall,1,16,10,42000,42299,2
exhibition hall,1,16,10,42300,42599,1
exhibition hall,1,16,10,42600,42899,1
exhibition hall,1,16,10,42900,43199,3
exhibition hall,1,16,10,43200,43499,2
exhibition hall,1,16,11,31200,31499,6
exhibition hall,1,16,11,31500,31799,10
exhibition hall,1,16,11,31800,32099,19
exhibition hall,1,16,11,32100,32399,21
